id,pose rmsd,pocket rmsd,qs score,lddt-pli,qs_score
4A07A,5.218153396840413,4.282920814941247,0.6108398272435572,0.6212040187051409,1.0
4AW0A,5.606553400514382,5.088955533187022,0.5976122172295707,0.6079764086911543,1.0
4AW1A,4.238438290684728,4.80216027958851,0.5871417896922729,0.5975059811538566,1.0
4AW2A,4.915814564866269,3.9052244295796936,0.576380042761679,0.5867442342232626,1.0
4CFEA,3.810237671785596,5.252257577286435,0.6026646944499441,0.6130288859115277,1.0
4CFEC,4.499620007877957,7.203588491005531,0.6043195994983095,0.6146837909598931,1.0
4CFFC,4.505544148997102,5.9509971288883285,0.566447047889979,0.5768112393515626,1.0
4CNHB,,,,,
4CT1A,4.816054172320853,5.054545977750914,0.5986208907089402,0.6089850821705238,1.0
4CZTC,5.364553120074481,4.5913444511056625,0.611660401152309,0.6220245926138926,1.0
4CZTD,4.746759458452269,5.204512876903675,0.5920741750594055,0.6024383665209891,1.0
4CZUB,4.94403157620015,5.5286392219846645,0.6109658206896158,0.6213300121511994,1.0
4CZUC,5.213248791064901,5.1257741879491086,0.5733850199363683,0.5837492113979519,1.0
4CZUD,5.689254346155217,6.385350538503427,0.5609832748935699,0.5713474663551535,1.0
4D1ZA,4.745756727052514,5.308826502379171,0.594723494950093,0.6050876864116767,1.0
4DLIA,4.639506023099135,4.5491758266512985,0.5998845874731844,0.610248778934768,1.0
4DLJA,4.492391550878716,5.06660454715989,0.5942724107548751,0.6046366022164588,1.0
4E6AA,5.01596711954686,5.9590918117488325,0.6077402200031617,0.6181044114647454,1.0
4E6CA,5.081913459261579,5.040390762605224,0.613993620121111,0.6243578115826947,1.0
4E8AA,4.656504517788679,5.3618270206167535,0.6103529880352763,0.6207171794968599,1.0
4EH2A,5.772981704536613,5.338211234871814,0.5710653614133153,0.581429552874899,1.0
4EH3A,5.5964283397778525,3.172702285675904,0.590383780434962,0.6007479718965456,1.0
4EH4A,5.34770232738362,7.161382822698668,0.625059389943607,0.6354235814051906,1.0
4EH5A,4.458570100898609,7.32449935749313,0.5822762143942817,0.5926404058558653,1.0
4EH6A,4.66968607935111,5.9262577787229995,0.595967041830323,0.6063312332919066,1.0
4EH7A,,,,,
4EH8A,4.832888448888659,4.80594346245176,0.5914651593214257,0.6018293507830094,1.0
4EH9A,4.140699727591152,8.533577038769362,0.5805323212552069,0.5908965127167906,1.0
4EHVA,4.304901786702826,3.7195269503896817,0.6339792692583971,0.6443434607199807,1.0
4EWQA,3.7369976289172246,4.418880948178991,0.6019229718146957,0.6122871632762793,1.0
4EZ7A,5.36283190218827,4.0588550480927665,0.5923624367620228,0.6027266282236065,1.0
4F1MA,,,,,
4F1TA,5.014892998000943,4.549699524192586,0.5935978338861555,0.6039620253477391,1.0
4FKUA,5.827930666003277,4.323579875369026,0.576439431981518,0.5868036234431017,1.0
4G5JA,4.480203893365957,8.867254262945544,0.5916797299864275,0.6020439214480111,1.0
4I41A,4.723336961309603,4.755786799345056,0.6082523151206257,0.6186165065822093,1.0
4IWDA,4.953790140268354,5.271302698058093,0.5877975594901965,0.5981617509517801,1.0
4L68A,4.604214769486949,5.610262215833718,0.576640997633721,0.5870051890953046,1.0
4MNEH,5.499432928670708,8.376991319576906,0.5726506620160197,0.5830148534776033,1.0
4MWIA,5.302280030062339,3.151212696275693,0.5900912248765144,0.6004554163380981,1.0
4O1OA,4.101152374826302,4.909829521284017,0.598855222389387,0.6092194138509707,1.0
4O1OB,5.761705241720082,5.145572641130688,0.6223537217506565,0.6327179132122401,1.0
4O1OC,,,,,
4O1OD,4.506991152208315,4.439844960816286,0.5803424381976302,0.5907066296592138,1.0
4O1PA,4.795745739549129,3.035744857945094,0.5529094532282993,0.563273644689883,1.0
4O1PB,5.0684507529125415,6.934586227045729,0.5829508230393708,0.5933150145009545,1.0
4O1PC,4.23464705242097,5.045796666139123,0.6209022413278802,0.6312664327894638,1.0
4O1PD,4.846139164039381,5.459828871282072,0.6048050648379288,0.6151692562995125,1.0
4OLIA,5.072810920135976,3.2787965353330004,0.572698244055202,0.5830624355167856,1.0
4PL3A,5.948842059610597,7.224518641427651,0.6196276096457433,0.6299918011073269,1.0
4PL3B,5.599583966597826,5.211863242814783,0.5829484889007386,0.5933126803623222,1.0
4PL4A,4.882667440868933,4.516336038024026,0.580566076223178,0.5909302676847616,1.0
4PL5A,,,,,
4QFSA,5.195449584423326,5.721146441919928,0.5804230195006206,0.5907872109622042,1.0
4QTDA,5.386785899794954,5.826691482695051,0.5712471260820927,0.5816113175436763,1.0
4R3CA,4.604634365134458,6.02133304165291,0.5995735893471759,0.6099377808087595,1.0
4RQKA,4.921435896776954,6.933050085385387,0.608196889977115,0.6185610814386986,1.0
4RQVA,5.393424701469402,4.9507108028263245,0.6227518517902703,0.6331160432518539,1.0
4TT7A,4.311949143866058,3.6855397789517115,0.5994994643326674,0.6098636557942511,1.0
4W9WA,4.574179197594124,7.7288572857973294,0.5637034719704054,0.574067663431989,1.0
4XX9A,5.0223162831145975,8.992363100841064,0.5838344038451362,0.5941985953067198,1.0
4Y95B,5.4934709823755865,7.036944076427924,0.5772698633968966,0.5876340548584802,1.0
4Y95C,,,,,
4YO6D,5.375429836075953,3.1448824877610875,0.6106722291130622,0.6210364205746458,1.0
4Z83E,,,,,
4Z9LA,4.855957632437964,7.2603894894142735,0.6358459565175925,0.6462101479791761,1.0
4ZHXC,4.253558648488348,6.745157447596215,0.6004134876836953,0.6107776791452789,1.0
5A14A,4.165054005509202,7.290347747440924,0.5993741815849718,0.6097383730465554,1.0
5CLPA,4.743302210734076,5.91302835716283,0.5921077593687478,0.6024719508303314,1.0
5CLPB,4.559690045664246,5.101742405088082,0.5587639814220166,0.5691281728836002,1.0
5CS6A,4.629462911292488,3.2997882882896574,0.5843550491522688,0.5947192406138524,1.0
5CSHA,5.861926044779376,3.173464371965281,0.6225297635466795,0.6328939550082632,1.0
5CSHB,4.084437922440535,5.797357672567187,0.6357784410429096,0.6461426325044932,1.0
5CT0A,5.0227588080819165,5.3212782100395914,0.6016013500873069,0.6119655415488905,1.0
5CT0B,,,,,
5CTPA,5.485810132091067,5.852443971148542,0.6023468490940805,0.6127110405556642,1.0
5CTPB,,,,,
5CU0A,4.863466980693777,4.828566480771027,0.6157486098139752,0.6261128012755588,1.0
5CU0B,6.3343967599136475,5.242850609351637,0.6047140613332397,0.6150782527948233,1.0
5CU2A,6.080149061129535,5.879991134289333,0.627936285332882,0.6383004767944657,1.0
5CU2B,4.786674444059882,3.7844396077375313,0.5766682454959131,0.5870324369574967,1.0
5CVFA,4.359183521655271,6.420683942138223,0.596533408127808,0.6068975995893916,1.0
5CVHA,4.567748168533002,4.260249850318354,0.576593723453754,0.5869579149153377,1.0
5CVHB,6.122993965468058,5.14713911653915,0.5656418792639831,0.5760060707255668,1.0
5CX9A,5.310084183111209,4.4119370827952995,0.5919036915267394,0.602267882988323,1.0
5CX9B,5.3111552766281696,3.4966793638456486,0.5805602679877675,0.5909244594493511,1.0
5DR2A,6.368574154275625,5.68879502627927,0.6048077939580492,0.6151719854196328,1.0
5DR6A,4.543959933697468,10.282870329106615,0.5729359118956389,0.5833001033572225,1.0
5DR9A,5.019510722863892,4.714725147404584,0.5991650823342799,0.6095292737958635,1.0
5DT4A,,,,,
5EZVA,4.691171743363088,6.952701783157975,0.5994106065706091,0.6097747980321927,1.0
5EZVC,5.503533408300922,5.384841415272176,0.6237772612150212,0.6341414526766048,1.0
5F4NA,4.658162660499941,5.000448628765224,0.5966048574419158,0.6069690489034995,1.0
5FBNC,4.930156341060136,5.747412264122548,0.609891665035804,0.6202558564973877,1.0
5FBND,4.47487459535865,5.445670342541078,0.584924569192177,0.5952887606537606,1.0
5FBOA,4.038373000648527,5.470053985899072,0.5920424363359543,0.602406627797538,1.0
5FP6A,,,,,
5GZ9A,5.043156330189435,6.436308932245624,0.5804093541821885,0.5907735456437722,1.0
5GZAA,4.61073518779022,6.644346843244113,0.5831674926939655,0.5935316841555491,1.0
5HEZA,6.96813260145136,3.0741349514090777,0.5911239610712163,0.6014881525328,1.0
5HEZB,4.748042264840803,8.165681084924962,0.5950983496274762,0.6054625410890598,1.0
5HEZC,,,,,
5HEZD,5.84529069184009,4.367140779324946,0.6277473890465526,0.6381115805081362,1.0
5HU9A,4.528906257064649,4.135318990343274,0.5853934024438715,0.5957575939054551,1.0
5ISOA,4.22984109560512,5.735106906871833,0.5974395165811333,0.6078037080427169,1.0
5ISOC,5.855458470831386,5.953470888750752,0.5789022079949713,0.5892663994565549,1.0
5IZJA,4.663398398535438,4.216948347286678,0.6278157334954523,0.6381799249570359,1.0
5IZJB,4.27156945270575,4.942001012096271,0.5649019925213055,0.5752661839828891,1.0
5J1WC,3.7073969652523364,4.656198698804815,0.6191219469150762,0.6294861383766598,1.0
5KCVA,4.808917468530206,4.325299955281582,0.624985558108706,0.6353497495702897,1.0
5LVOA,,,,,
5M0LA,4.977913534714925,5.189109620399646,0.5850688087058834,0.595433000167467,1.0
5MHIA,3.3741969378495447,3.6952505593626808,0.5875628041618436,0.5979269956234272,1.0
5MMFA,4.350745461484897,5.119885661369984,0.598185307894993,0.6085494993565767,1.0
5MMRA,3.643768118892018,5.46303070076043,0.5769412174536275,0.5873054089152111,1.0
5MMRB,4.6523597461474635,6.465022430249265,0.5974786774695173,0.607842868931101,1.0
5MO6A,5.429400230822172,2.8503465684110436,0.5687511645032063,0.5791153559647899,1.0
5MO7A,4.8044924208813775,5.730370106704136,0.6080372205077809,0.6184014119693645,1.0
5MODA,4.818495988060658,3.867716078860035,0.5942623162817353,0.6046265077433189,1.0
5MOEA,4.592211836224036,5.827473993032245,0.5707167801891775,0.5810809716507611,1.0
5MOEB,,,,,
5MOTA,4.075264343099688,5.418865240590254,0.6150442058304756,0.6254083972920592,1.0
5MP8A,5.829235335090815,6.91569123796373,0.5787298955153157,0.5890940869768994,1.0
5MP8B,4.30881092655897,5.775170543065475,0.6079646814690967,0.6183288729306803,1.0
5MPJA,6.4882277414320795,5.478719465227838,0.5602327396521404,0.570596931113724,1.0
5N37A,4.95883338812465,7.405415559140972,0.5945225121706481,0.6048867036322317,1.0
5N3GA,5.247091346048344,4.148979900605346,0.6013455913570476,0.6117097828186312,1.0
5N3IA,6.296331120217402,5.281711947338146,0.5726553006190458,0.5830194920806294,1.0
5N3KA,4.649952417623041,3.9743582649017446,0.6325229296350482,0.6428871210966318,1.0
5N3NA,5.535839612236278,4.518242433934352,0.6015649355706757,0.6119291270322593,1.0
5N3OA,4.950393381384539,5.422276284950873,0.6199522509963715,0.6303164424579552,1.0
5N3QA,4.985903746024215,5.152488136810874,0.5884272570391479,0.5987914485007315,1.0
5N3RA,4.8203681932837394,4.865173339342124,0.5874838351501569,0.5978480266117405,1.0
5N3TA,5.051300664832898,5.418898390135442,0.628309121026715,0.6386733124882986,1.0
5N63A,4.690392752089244,5.422507832697,0.5500093435943437,0.5603735350559274,1.0
5N64A,4.936808197360478,4.368224187778983,0.5730620424134797,0.5834262338750633,1.0
5N65A,3.4563309887135025,4.087055952549169,0.568194189907208,0.5785583813687917,1.0
5N66A,,,,,
5N67A,4.635410264547949,5.049691621102943,0.5567891881559713,0.567153379617555,1.0
5N68A,5.4343891329164995,5.886562140035632,0.5907677378528613,0.6011319293144449,1.0
5NQCA,,,,,
5O1SA,4.39185678078448,6.222597620914374,0.5602509065856758,0.5706150980472594,1.0
5O8UA,4.874635376132425,4.318720608929955,0.6130940191913382,0.6234582106529218,1.0
5O8VA,4.528266815267784,4.1114976052272825,0.5808634421233235,0.5912276335849072,1.0
5OBJA,4.199711021180343,4.642384313507043,0.6105441624465923,0.6209083539081759,1.0
5OBRA,5.087511561814483,4.145719079084049,0.5906842442917274,0.601048435753311,1.0
5OO0A,,,,,
5OQUA,4.747946716918031,3.5154305099687777,0.5802607755871836,0.5906249670487672,1.0
5ORHA,,,,,
5ORHB,4.330475361879925,5.745123042640689,0.6118731534117444,0.622237344873328,1.0
5ORJA,4.572408060703325,5.905813408106491,0.5778915066518765,0.5882556981134601,1.0
5ORJB,,,,,
5ORKA,3.8433435456613028,5.734684061617123,0.587691524151547,0.5980557156131306,1.0
5ORLA,4.5297719433221255,4.22266844500686,0.6015544448079537,0.6119186362695374,1.0
5ORNA,5.246173501050202,3.9269517160838174,0.5864978262186017,0.5968620176801853,1.0
5OROA,5.507598998767574,5.410888185289683,0.6101370634658767,0.6205012549274603,1.0
5ORPA,4.7112335501075355,4.703970121627843,0.605328889047832,0.6156930805094156,1.0
5ORRA,3.9778302657457343,4.594384222615559,0.5455532548109094,0.5559174462724931,1.0
5ORSA,5.38177291174306,9.086689128285126,0.6409873928306637,0.6513515842922474,1.0
5ORTA,4.670404689606491,5.343849853648512,0.5658343071373239,0.5761984985989075,1.0
5ORVA,5.591100992494639,6.86908152866403,0.5702256595154547,0.5805898509770383,1.0
5ORWA,4.653872165505233,7.361525442288705,0.6490758395275482,0.6594400309891318,1.0
5ORXA,5.960834563051072,3.926574809536385,0.6017361364912834,0.6121003279528671,1.0
5ORYA,5.121942266570251,4.918182708751116,0.5668864194413082,0.5772506109028919,1.0
5ORZA,4.067946066500954,4.30523318129176,0.5780151834543168,0.5883793749159004,1.0
5OS0A,5.558737881418,4.8084382045964915,0.6026128973966568,0.6129770888582404,1.0
5OS1A,5.069834444596883,5.377629044476674,0.5685096838538863,0.57887387531547,1.0
5OS2A,4.528109424791535,5.385665829205004,0.5943872632868759,0.6047514547484595,1.0
5OS3A,5.00953467491882,5.27401984166984,0.6061766378377578,0.6165408292993414,1.0
5OS4A,,,,,
5OS5A,5.060811597519915,4.997145538827517,0.6266124309289635,0.6369766223905471,1.0
5OS6A,3.735629946517444,5.115028259361908,0.6162718617188371,0.6266360531804207,1.0
5OS7A,5.689527209772131,6.118877579661714,0.5931373786037613,0.6035015700653449,1.0
5OS7B,4.291415989373264,5.174839542657838,0.6154384173812345,0.6258026088428181,1.0
5OS8A,,,,,
5OSDA,4.877725070964944,4.111948629582283,0.6150334951287961,0.6253976865903798,1.0
5OSEA,4.317647113525144,6.968422335016907,0.5901622504057852,0.6005264418673688,1.0
5OSFA,5.434593920438327,6.623497941045936,0.5986830132717837,0.6090472047333674,1.0
5OSJA,4.13667234238564,8.539851208347695,0.5668591404069784,0.577223331868562,1.0
5OSLA,4.4345136487730725,3.92348268806717,0.5703718054248469,0.5807359968864305,1.0
5OSPA,3.440856556928122,4.16930250686557,0.5790332030088496,0.5893973944704333,1.0
5OSRA,4.292063350862583,7.105204998313988,0.6236653617036402,0.6340295531652238,1.0
5OSUA,5.283380820034161,5.170002938231996,0.5927695972823762,0.6031337887439598,1.0
5OSZA,4.395111374318931,7.100848909908032,0.599157027941694,0.6095212194032776,1.0
5OT5A,4.764902254973644,3.111414163398583,0.5977373948709309,0.6081015863325145,1.0
5OT5B,,,,,
5OT6A,6.8575623966264265,5.092735311271749,0.5911943505410425,0.6015585420026262,1.0
5OTDA,4.451503076455729,4.59031270669441,0.6118253935021075,0.6221895849636911,1.0
5OTDB,4.4669737102353,5.976881165786726,0.5712213361492673,0.5815855276108509,1.0
5OTHA,5.341460377968697,8.279392102658683,0.6031206672467818,0.6134848587083654,1.0
5OTHB,4.918789095267734,3.9111982036139548,0.5972397198152851,0.6076039112768687,1.0
5OTLA,4.943098873515958,3.9372653609411126,0.6372997036479359,0.6476638951095195,1.0
5OTLB,4.789717051860891,4.992063647874876,0.5658291767610664,0.57619336822265,1.0
5OTOA,4.561501229150529,8.65786271585674,0.5935106879719528,0.6038748794335365,1.0
5OTOB,,,,,
5OTQA,5.613524686091087,4.012151941076068,0.6176479598557552,0.6280121513173388,1.0
5OTRA,4.40558987740195,4.684289139921875,0.5783427988337946,0.5887069902953782,1.0
5OTSA,4.929719027754832,5.894070849497968,0.5822876845031094,0.592651875964693,1.0
5OTZA,3.492135871065846,4.055316883394593,0.5689364026655483,0.579300594127132,1.0
5OUEA,5.064091830310794,4.22651498062139,0.577524572203001,0.5878887636645846,1.0
5OUEB,,,,,
5OULA,5.440274108723094,5.694252027232236,0.5997568132121532,0.6101210046737369,1.0
5OUMA,4.82965434984295,5.144340414397267,0.5815813235920456,0.5919455150536292,1.0
5OUUA,4.907003164643339,4.00089078382481,0.5866556632868408,0.5970198547484245,1.0
5OUUB,4.789573529746876,5.979738332551465,0.6062911920751223,0.6166553835367059,1.0
5OYFA,4.495104927583848,3.6382274964428936,0.5701133485781145,0.5804775400396981,1.0
5R8VA,,,,,
5R8WA,6.229545992656202,4.173855631251078,0.5700750674854305,0.5804392589470141,1.0
5R8XA,4.273025130896575,5.632946787547052,0.5870697871656662,0.5974339786272498,1.0
5r91_,6.213354438402084,5.134336409077225,0.6135999484604219,0.6239641399220055,1.0
5R93A,,,,,
5R94A,5.422980285562228,5.677361448465097,0.5887795927876184,0.599143784249202,1.0
5R95A,6.059857230136719,5.806373512775294,0.5850688239574584,0.595433015419042,1.0
5R96A,5.9666304074078935,4.844698374565341,0.5775603478329349,0.5879245392945185,1.0
5R98A,5.140259153910011,5.724488479500762,0.5807272608705388,0.5910914523321225,1.0
5r98_,5.624837078821119,3.6474990197620967,0.5864216051697976,0.5967857966313812,1.0
5R9AA,5.5414274898612215,4.635808842017015,0.5859155108777442,0.5962797023393278,1.0
5r9a_,4.444758518554447,5.830634253593448,0.5396506422569837,0.5500148337185673,1.0
5R9BA,5.345677282323394,4.2041486733537035,0.5943432320196655,0.6047074234812492,1.0
5r9b_,5.188788069694257,5.1060363139413445,0.5947163436677613,0.6050805351293449,1.0
5r9c_,3.6258047293005924,5.000195814264222,0.5684890062843714,0.578853197745955,1.0
5r9f_,5.7965704882350915,3.4389025789239858,0.62278998719189,0.6331541786534737,1.0
5R9GA,4.821290005425548,4.616573520262086,0.5889641764730746,0.5993283679346583,1.0
5r9g_,5.092125936477678,4.54506713848192,0.6314101663864585,0.6417743578480422,1.0
5R9HA,5.550252337204227,6.054783245355565,0.6029361947826335,0.6133003862442171,1.0
5r9j_,5.375101515366192,4.940930262326857,0.5637564207192868,0.5741206121808704,1.0
5R9MA,4.3432932921176945,4.923167930709717,0.5627023406373347,0.5730665320989183,1.0
5R9OA,4.911394314531981,4.5126650551022625,0.5601825470834731,0.5705467385450568,1.0
5r9p_,4.685853247066546,5.787828710284371,0.6158953107813917,0.6262595022429753,1.0
5R9SA,,,,,
5r9s_,4.63652914855401,7.341211394473286,0.6157422735597186,0.6261064650213022,1.0
5R9TA,5.4753547181894,6.583628402494652,0.5741606079518761,0.5845247994134597,1.0
5R9VA,4.796602387079489,6.337689670756836,0.6185121667436825,0.6288763582052661,1.0
5R9XA,,,,,
5R9ZA,4.272921559193648,3.5486730398539392,0.5841905733809171,0.5945547648425007,1.0
5RA3A,5.435279046062237,3.8599487394267005,0.6276999424327974,0.638064133894381,1.0
5RA4A,5.507085379417123,6.183480405898109,0.5989459228991765,0.6093101143607601,1.0
5RA5A,4.664931033296633,7.54123800332468,0.5743631533442501,0.5847273448058338,1.0
5S75A,4.348264437242627,6.539928976117221,0.591943459287224,0.6023076507488077,1.0
5S75B,4.277851694448645,4.594533455802393,0.6102484876291234,0.620612679090707,1.0
5S76A,4.761219470977948,5.522935777673842,0.5975754828615738,0.6079396743231574,1.0
5S77A,5.569321195434786,6.575094827632672,0.6218395902506537,0.6322037817122373,1.0
5S78A,4.838442539797651,7.463464384332862,0.5848617173417655,0.5952259088033491,1.0
5S79A,5.55553401315239,3.1803587815082306,0.5743542013286255,0.5847183927902091,1.0
5S7AA,6.253002135669203,3.6288379344976947,0.6145519345206518,0.6249161259822354,1.0
5S7AB,4.12032370018337,3.5022116433136623,0.5918157773650058,0.6021799688265894,1.0
5S7BA,5.249166459293693,4.9402886028070245,0.6001270025962442,0.6104911940578278,1.0
5S7BB,5.8015857125767125,3.989596849833089,0.6319963614373149,0.6423605528988985,1.0
5S7CA,4.423254058375354,4.0964567445376705,0.5736884190431664,0.58405261050475,1.0
5S7CB,,,,,
5S7DA,4.550831004473486,6.846399511456846,0.5696988642900604,0.5800630557516441,1.0
5S7DB,5.412978628196247,5.532219198398328,0.6222705512678629,0.6326347427294465,1.0
5S7EA,4.695181791255274,5.23020916495825,0.5838476991492977,0.5942118906108813,1.0
5S7EB,4.4856368367846935,4.7110567714262155,0.5926091586789586,0.6029733501405422,1.0
5S7FA,4.094958111843726,6.990475223169341,0.5757709124803749,0.5861351039419586,1.0
5S7FB,4.512836613486675,6.6096321436717425,0.6114392766355916,0.6218034680971752,1.0
5S7GA,5.260660624072826,5.702059282077034,0.5390549945237303,0.5494191859853139,1.0
