id,pose rmsd,pocket rmsd,qs score,lddt-pli
5sav_idx4,3.9210315724,2.4881614764,0.8379,0.8579
5saw_idx0,2.2132066227,2.6217440900,0.8437,0.8637
5saw_idx1,3.5999494326,2.2978885067,0.8605,0.8805
5saw_idx2,3.5899260115,3.1736612261,0.8222,0.8422
5saw_idx3,1.9847793316,1.9243673554,0.8084,0.8284
5saw_idx4,3.3675817656,1.9373932666,0.8373,0.8573
5saz_idx0,2.9003518221,1.8165151556,0.8526,0.8726
5saz_idx1,3.7539854350,2.4537699263,0.8101,0.8301
5saz_idx2,2.7667458256,1.8026987437,0.8300,0.8500
5saz_idx3,3.0736850073,1.7927517908,0.8459,0.8659
5saz_idx4,3.3640656710,2.5262945369,0.8444,0.8644
5sb0_idx0,2.4802812527,2.8162574407,0.8414,0.8614
5sb0_idx1,3.5861763321,2.4314135206,0.8346,0.8546
5sb0_idx2,3.0077629220,1.0769242086,0.8238,0.8438
5sb0_idx3,3.4922912527,1.6594343635,0.8212,0.8412
5sb0_idx4,2.7100796015,1.6104482263,0.8629,0.8829
5sb1_idx0,4.0510972490,1.5573834180,0.8174,0.8374
5sb1_idx1,3.5921031941,1.9020704431,0.8643,0.8843
5sb1_idx2,2.9533234461,3.3176965114,0.8134,0.8334
5sb1_idx3,3.6162105695,1.9504015479,0.8978,0.9178
5sb1_idx4,4.2307368522,1.7524651752,0.8050,0.8250
5sb2_idx0,4.8318589175,2.5082632918,0.8718,0.8918
5sb2_idx1,2.0834877486,2.1429381275,0.8218,0.8418
5sb2_idx2,3.8505667190,2.1707119341,0.8374,0.8574
5sb2_idx3,3.4684385650,1.7739636332,0.8384,0.8584
5sb2_idx4,3.0161228716,2.1054069946,0.8267,0.8467
5zjy_idx0,2.4007259014,2.3478950580,0.8843,0.9043
5zjy_idx1,4.2280231257,1.3061165483,0.8416,0.8616
5zjy_idx2,2.2524148018,1.4082232861,0.8133,0.8333
5zjy_idx3,3.5579116256,2.7621933372,0.8527,0.8727
5zjy_idx4,4.2755142320,2.6003240075,0.8540,0.8740
5zjz_idx0,2.0699409127,1.8556234522,0.8168,0.8368
5zjz_idx1,2.8628222076,1.6320451730,0.8505,0.8705
5zjz_idx2,2.2258373456,2.0107308348,0.8411,0.8611
5zjz_idx3,3.2819931690,1.5627886776,0.8561,0.8761
5zjz_idx4,4.5088005602,1.9345227673,0.8540,0.8740
5zk5_idx0,5.1208804727,3.1824776155,0.8396,0.8596
5zk5_idx1,1.9796276542,2.1769022341,0.8316,0.8516
5zk5_idx2,2.6743333461,2.8192108938,0.8579,0.8779
5zk5_idx3,3.6815124427,1.9921805242,0.8460,0.8660
5zk5_idx4,4.5826642699,2.3099798517,0.8100,0.8300
5zk7_idx0,3.4306167152,2.9782698214,0.8288,0.8488
5zk7_idx1,2.5622848626,1.5081753196,0.8301,0.8501
5zk7_idx2,3.3258333081,1.9309563786,0.8345,0.8545
5zk7_idx3,3.0749313753,2.0251834452,0.8854,0.9054
5zk7_idx4,2.9343976543,2.2600347893,0.8322,0.8522
5zk9_idx0,2.5697782462,3.1058939872,0.8493,0.8693
5zk9_idx1,3.4016218183,2.4999398278,0.8728,0.8928
5zk9_idx2,3.3347819365,1.4484126928,0.8498,0.8698
5zk9_idx3,3.0167839671,1.9682442497,0.8484,0.8684
5zk9_idx4,2.9212610788,1.6845088842,0.8657,0.8857
5zlf_idx0,2.2394006020,1.6738446303,0.8437,0.8637
5zlf_idx1,2.7343492339,3.4941559367,0.8435,0.8635
5zlf_idx2,4.1747304867,1.6146887940,0.8535,0.8735
5zlf_idx3,2.9440842561,2.2344245113,0.8480,0.8680
5zlf_idx4,2.1544017075,1.7613522780,0.8261,0.8461
5zml_idx0,4.3104749102,2.6120363995,0.8164,0.8364
5zml_idx1,3.5254346598,2.3009238621,0.8375,0.8575
5zml_idx2,5.2302503314,2.1743762490,0.8677,0.8877
5zml_idx3,3.1363679501,2.0664726642,0.8352,0.8552
5zml_idx4,2.7513487322,2.7991453571,0.8627,0.8827
5zr3_idx0,2.1501254937,1.6685582673,0.8480,0.8680
5zr3_idx1,4.2990625049,1.7561963937,0.8336,0.8536
5zr3_idx2,5.8697688950,1.5931822004,0.7871,0.8071
5zr3_idx3,2.5148260848,2.9403291030,0.8442,0.8642
5zr3_idx4,2.6265349664,1.9571577964,0.8342,0.8542
5zxk_idx0,3.5840182385,1.6250437186,0.8077,0.8277
5zxk_idx1,2.5089165973,1.8967019493,0.8500,0.8700
5zxk_idx2,2.8857874025,3.9345507094,0.8392,0.8592
5zxk_idx3,2.8291546575,2.0503626361,0.8472,0.8672
5zxk_idx4,3.2395262699,2.6048889930,0.8277,0.8477
6a1c_idx0,4.0598336308,2.3659517409,0.8438,0.8638
6a1c_idx1,3.1048154639,2.0996886909,0.8303,0.8503
6a1c_idx2,3.8851628798,1.7712910261,0.8610,0.8810
6a1c_idx3,2.7800395669,1.9373307076,0.8422,0.8622
6a1c_idx4,3.3514296575,1.9275924867,0.8117,0.8317
6a6k_idx0,1.8091931762,1.2123563567,0.8440,0.8640
6a6k_idx1,2.1488877175,4.0245695182,0.8411,0.8611
6a6k_idx2,3.7675153938,2.6540691121,0.8357,0.8557
6a6k_idx3,2.6641899016,2.1683283792,0.8128,0.8328
6a6k_idx4,3.5694663940,2.0018017044,0.8609,0.8809
6a73_idx0,3.5360965455,1.7288800283,0.8251,0.8451
6a73_idx1,4.2973867219,2.6705657482,0.8714,0.8914
6a73_idx2,3.7825642370,2.0100727500,0.8265,0.8465
6a73_idx3,3.9816058660,2.3743009364,0.8404,0.8604
6a73_idx4,3.0027230239,1.4888605856,0.8388,0.8588
6ahs_idx0,2.5931311666,2.3152184502,0.8428,0.8628
6ahs_idx1,2.5716499321,3.4727965857,0.8926,0.9126
6ahs_idx2,2.7330724043,1.9590853294,0.8298,0.8498
6ahs_idx3,2.3279315017,2.5724883215,0.8811,0.9011
6ahs_idx4,2.6927863861,2.1248863553,0.8522,0.8722
6bqd_idx0,3.0170970320,2.7764761366,0.8258,0.8458
6bqd_idx1,3.2882002334,2.7503853776,0.8648,0.8848
6bqd_idx2,2.8369078868,2.1389103232,0.8566,0.8766
6bqd_idx3,1.9088799715,1.8312312491,0.8588,0.8788
6bqd_idx4,3.0324371789,2.2627331753,0.8131,0.8331
6c85_idx0,3.2666788645,2.1283077262,0.8498,0.8698
6c85_idx1,4.0493496296,1.8047265517,0.8317,0.8517
6c85_idx2,3.5676365944,2.3608096298,0.8369,0.8569
6c85_idx3,2.6288519047,2.3465956712,0.8371,0.8571
6c85_idx4,2.5766580872,1.6864542713,0.8406,0.8606
6cjj_idx0,5.1043175748,2.0483056462,0.8715,0.8915
6cjj_idx1,3.7307036904,4.3717779886,0.8473,0.8673
6cjj_idx2,4.8807424026,2.5833668625,0.8029,0.8229
6cjj_idx3,5.2582512900,2.1583191329,0.8647,0.8847
6cjj_idx4,2.5166193363,3.9458149276,0.8415,0.8615
6cjp_idx0,3.3999295467,1.8795532435,0.8424,0.8624
6cjp_idx1,3.4624593643,1.1339094840,0.8032,0.8232
6cjp_idx2,3.5513948447,1.3075426513,0.8477,0.8677
6cjp_idx3,3.5357058023,1.4405243199,0.8298,0.8498
6cjp_idx4,3.2477129584,2.2476802298,0.8588,0.8788
6cjr_idx0,3.2251185051,2.6884746432,0.8489,0.8689
6cjr_idx1,2.1208403444,1.2242609455,0.8563,0.8763
6cjr_idx2,2.9626587410,2.7848550965,0.8323,0.8523
6cjr_idx3,2.5613448665,1.5495278966,0.8032,0.8232
6cjr_idx4,3.1866149548,2.2456468837,0.8591,0.8791
6cjs_idx0,2.7471137616,2.3652052683,0.8481,0.8681
6cjs_idx1,3.6040837303,2.3465997612,0.8331,0.8531
6cjs_idx2,3.7893947573,2.1101766870,0.8286,0.8486
6cjs_idx3,3.3354595819,2.1981888918,0.8220,0.8420
6cjs_idx4,3.3416992008,1.5839629046,0.8045,0.8245
6cyg_idx0,3.1603224247,2.2579089337,0.8162,0.8362
6cyg_idx1,2.7607100498,2.6906909060,0.8383,0.8583
6cyg_idx2,2.9633253542,2.6549891539,0.8719,0.8919
6cyg_idx3,2.7278830490,4.0474948678,0.8488,0.8688
6cyg_idx4,3.4022404409,2.7612764296,0.8718,0.8918
6cyh_idx0,3.0986475350,2.5256330668,0.8196,0.8396
6cyh_idx1,3.5706947473,3.1923587376,0.8649,0.8849
6cyh_idx2,2.2150507305,2.2370752516,0.8314,0.8514
6cyh_idx3,3.8550428269,1.5256424604,0.8691,0.8891
6cyh_idx4,2.5517089855,1.2031221233,0.8643,0.8843
6d07_idx0,2.5698996147,2.8980196978,0.8404,0.8604
6d07_idx1,2.9390213097,2.4275748358,0.8424,0.8624
6d07_idx2,2.6820763107,2.6031158996,0.8641,0.8841
6d07_idx3,3.3208430558,1.9380187489,0.8238,0.8438
6d07_idx4,2.6748577201,2.2958250111,0.7965,0.8165
6d08_idx0,2.3633213862,3.3719132478,0.8561,0.8761
6d08_idx1,2.4992399913,2.2900953684,0.8833,0.9033
6d08_idx2,4.2863399728,1.5936153543,0.8018,0.8218
6d08_idx3,3.1220878679,1.8908424735,0.8439,0.8639
6d08_idx4,2.3060931440,2.9777338724,0.8161,0.8361
6d3y_idx0,3.0942072521,1.6038302036,0.8339,0.8539
6d3y_idx1,2.0926909645,1.1046488999,0.8197,0.8397
6d3y_idx2,4.8299157468,1.1869608287,0.8572,0.8772
6d3y_idx3,2.1092192266,1.5070440842,0.8288,0.8488
6d3y_idx4,3.4803245831,2.5721272852,0.8359,0.8559
6dyz_idx0,3.5372295239,2.1532981975,0.8181,0.8381
6dyz_idx1,2.1488556526,1.7429265576,0.8544,0.8744
6dyz_idx2,3.3284492802,1.5274516820,0.8295,0.8495
6dyz_idx3,3.9619264899,2.0470251334,0.8322,0.8522
6dyz_idx4,3.4706128970,2.0238183585,0.8382,0.8582
6dz2_idx0,3.2959401477,1.8292447483,0.8107,0.8307
6dz2_idx1,3.9145937428,1.9809397936,0.8393,0.8593
6dz2_idx2,3.2144733098,1.7403556128,0.8075,0.8275
6dz2_idx3,3.3586654457,3.3058393243,0.8354,0.8554
6dz2_idx4,2.9914538230,1.1654992901,0.8353,0.8553
6dz3_idx0,3.6160736705,2.1715302988,0.8317,0.8517
6dz3_idx1,2.4402276826,1.6344126726,0.8357,0.8557
6dz3_idx2,3.7636084789,2.5130923868,0.8263,0.8463
6dz3_idx3,2.7213062414,1.9859717928,0.8500,0.8700
6dz3_idx4,2.3508431265,2.3080205990,0.8397,0.8597
6e3m_idx0,3.3829551195,2.4055630024,0.8303,0.8503
6e3m_idx1,4.7146574964,2.2171364401,0.8352,0.8552
6e3m_idx2,3.9269260223,2.6983622834,0.8262,0.8462
6e3m_idx3,2.7142751212,1.4873789444,0.8372,0.8572
6e3m_idx4,3.6764672412,2.6719529310,0.8335,0.8535
6e3n_idx0,2.7562887094,1.9940132160,0.8037,0.8237
6e3n_idx1,2.9934678167,2.3164735464,0.8727,0.8927
6e3n_idx2,3.1576229313,3.1081206637,0.8308,0.8508
6e3n_idx3,1.7300197594,2.7898466248,0.8263,0.8463
6e3n_idx4,3.2392475845,3.4585916787,0.8457,0.8657
6e3o_idx0,2.3869946047,1.1998984803,0.7980,0.8180
6e3o_idx1,2.5937059739,1.6585015245,0.8318,0.8518
6e3o_idx2,2.1357967917,2.6802949078,0.8459,0.8659
6e3o_idx3,2.1133995873,1.5875872015,0.8344,0.8544
6e3o_idx4,2.4390808905,2.0122162133,0.8410,0.8610
6e3p_idx0,3.7955780121,3.2279713572,0.8309,0.8509
6e3p_idx1,4.6830411682,2.6210104446,0.8324,0.8524
6e3p_idx2,3.0683381886,1.6558554182,0.8389,0.8589
6e3p_idx3,4.0567619968,2.3592328957,0.8428,0.8628
6e3p_idx4,2.8905367819,2.4749248623,0.8178,0.8378
6e3z_idx0,1.9144764253,2.1419765159,0.8453,0.8653
6e3z_idx1,3.2056553226,2.0539367686,0.8457,0.8657
6e3z_idx2,3.4516398953,2.1820706834,0.8274,0.8474
6e3z_idx3,2.7739803704,1.4473821166,0.8283,0.8483
6e3z_idx4,3.3300703931,2.1738787545,0.8421,0.8621
6e4c_idx0,3.5629057940,1.6539347433,0.8630,0.8830
6e4c_idx1,2.4882645320,2.3239717419,0.8615,0.8815
6e4c_idx2,2.1344923856,2.3447743039,0.8231,0.8431
6e4c_idx3,2.9215778881,1.6848669422,0.8289,0.8489
6e4c_idx4,2.9290327504,2.4548181811,0.8285,0.8485
6e4v_idx0,2.8271569088,2.3021374538,0.8473,0.8673
6e4v_idx1,3.9521078618,2.0841494620,0.8365,0.8565
6e4v_idx2,4.7532784580,2.5252412238,0.8461,0.8661
6e4v_idx3,2.7822936175,1.9477711867,0.8646,0.8846
6e4v_idx4,3.6772274580,1.9617666440,0.8439,0.8639
6e6j_idx0,3.9066106730,2.1475581591,0.8476,0.8676
6e6j_idx1,3.6903691341,2.0752449831,0.8464,0.8664
6e6j_idx2,4.0120765737,2.8022611074,0.8241,0.8441
6e6j_idx3,2.8014198888,1.1634603244,0.8362,0.8562
6e6j_idx4,3.7150382498,1.9489027533,0.8345,0.8545
6e6v_idx0,5.1220659742,1.2727066914,0.8290,0.8490
6e6v_idx1,3.7748240568,1.8465614563,0.8693,0.8893
6e6v_idx2,2.6444522818,2.2320980463,0.8503,0.8703
6e6v_idx3,3.5943584094,2.0945701710,0.7853,0.8053
6e6v_idx4,4.2335143224,2.6637046482,0.8226,0.8426
6e6w_idx0,3.3861174020,2.2626616171,0.8370,0.8570
6e6w_idx1,2.6820655097,1.0519717619,0.8388,0.8588
6e6w_idx2,4.5412737303,1.5766450023,0.8224,0.8424
6e6w_idx3,2.2591657832,3.0749865743,0.8323,0.8523
6e6w_idx4,3.5018578640,3.0767228275,0.8310,0.8510
6eeb_idx0,3.0752724245,2.1339435110,0.8295,0.8495
6eeb_idx1,2.2910745722,1.4111965853,0.8515,0.8715
6eeb_idx2,4.1883204453,3.5772198816,0.8378,0.8578
6eeb_idx3,3.3683037613,1.2295227490,0.8275,0.8475
6eeb_idx4,2.3065152599,2.2421734896,0.8330,0.8530
6efk_idx0,3.5889851461,2.0481084102,0.8388,0.8588
6efk_idx1,2.7719118400,2.2020799613,0.8169,0.8369
6efk_idx2,1.9188772680,1.5445082463,0.8279,0.8479
6efk_idx3,2.5992192278,1.8716571601,0.8510,0.8710
6efk_idx4,3.2980297548,2.7058666218,0.8589,0.8789
6fcj_idx0,3.6195984919,1.8281187733,0.7919,0.8119
6fcj_idx1,3.2182206401,1.4615922916,0.8881,0.9081
6fcj_idx2,3.1227956338,2.0558100164,0.8267,0.8467
6fcj_idx3,3.4727086703,2.1095024643,0.8554,0.8754
6fcj_idx4,2.9290945817,1.9931744997,0.8122,0.8322
6fe5_idx0,4.1440602141,1.6913700439,0.8536,0.8736
6fe5_idx1,3.2046337086,2.3599862141,0.8403,0.8603
6fe5_idx2,3.3231654331,1.9968739398,0.8381,0.8581
6fe5_idx3,3.5347307593,1.5351996425,0.8337,0.8537
6fe5_idx4,2.3706049464,2.1772141023,0.8347,0.8547
6ffe_idx0,2.5860475437,2.0455292495,0.8545,0.8745
6ffe_idx1,4.5248397529,2.1374611614,0.8247,0.8447
6ffe_idx2,3.3577280071,1.3452626964,0.8346,0.8546
6ffe_idx3,2.8771015025,1.6996762257,0.8318,0.8518
6ffe_idx4,3.3629153669,2.3120506796,0.8070,0.8270
6fff_idx0,2.7374636747,2.6058505591,0.8416,0.8616
6fff_idx1,3.3104328673,2.2524240060,0.8390,0.8590
6fff_idx2,2.6142300561,2.1513962420,0.8301,0.8501
6fff_idx3,3.3083252303,2.4824691423,0.8124,0.8324
6fff_idx4,2.0813396444,2.6507045585,0.8328,0.8528
6ffg_idx0,4.3066801165,3.2288056841,0.8365,0.8565
6ffg_idx1,2.7161024126,2.3371338419,0.8395,0.8595
6ffg_idx2,2.0794991783,1.8047285805,0.8408,0.8608
6ffg_idx3,2.9196885821,2.3471622650,0.8158,0.8358
6ffg_idx4,2.8142290040,1.2792917154,0.8602,0.8802
6ftf_idx0,3.2076448906,2.1168772274,0.8556,0.8756
6ftf_idx1,2.3189737347,1.8692599437,0.8555,0.8755
6ftf_idx2,3.4103120052,2.0792073837,0.8491,0.8691
6ftf_idx3,7.6394782303,2.3666501965,0.8661,0.8861
6ftf_idx4,2.2429017555,2.1213082796,0.8544,0.8744
6g24_idx0,3.3597490316,1.4576490061,0.8623,0.8823
6g24_idx1,2.8569587099,1.9169163916,0.8463,0.8663
6g24_idx2,3.2400522558,1.7162008345,0.8427,0.8627
6g24_idx3,1.9630220044,2.0877383555,0.8524,0.8724
6g24_idx4,2.3156375225,2.2975067037,0.8257,0.8457
6g25_idx0,3.4637515618,1.6500674216,0.8352,0.8552
6g25_idx1,3.0582194864,2.5238576303,0.8439,0.8639
6g25_idx2,4.6471165451,2.9101540582,0.8280,0.8480
6g25_idx3,2.5889128440,1.9643547217,0.7909,0.8109
6g25_idx4,3.2254170705,2.5225008169,0.8281,0.8481
6g27_idx0,6.3962875223,1.4513700711,0.8249,0.8449
6g27_idx1,2.5498818511,1.8367557768,0.8569,0.8769
6g27_idx2,2.4632435825,2.6760084342,0.8016,0.8216
6g27_idx3,3.0607343262,1.3524980271,0.8243,0.8443
6g27_idx4,3.0535251637,1.8529690871,0.8715,0.8915
6g29_idx0,3.8132399346,1.6809453078,0.7924,0.8124
6g29_idx1,3.1893953472,2.8034184990,0.8342,0.8542
6g29_idx2,2.5555119010,2.8012659541,0.8268,0.8468
6g29_idx3,3.2553271330,1.7996503849,0.8053,0.8253
6g29_idx4,5.9720280252,2.1693866166,0.8398,0.8598
6g2b_idx0,4.2434677596,1.0944326263,0.8219,0.8419
6g2b_idx1,1.5401735500,2.6016683167,0.7855,0.8055
6g2b_idx2,2.9800293692,2.2958615598,0.8274,0.8474
6g2b_idx3,2.4810075648,2.9308838721,0.8126,0.8326
6g2b_idx4,3.6074567147,1.1577536026,0.8612,0.8812
6g2c_idx0,2.9568411343,2.2944606399,0.8398,0.8598
6g2c_idx1,5.0058704878,1.9256466411,0.8174,0.8374
6g2c_idx2,3.8971529557,1.0947097051,0.8436,0.8636
6g2c_idx3,3.8575725300,1.7687341554,0.8776,0.8976
6g2c_idx4,3.2351657053,2.0612833091,0.8137,0.8337
6g2e_idx0,3.0567827408,2.5708854176,0.8194,0.8394
6g2e_idx1,3.3618195714,2.2087686111,0.8374,0.8574
6g2e_idx2,4.2684780372,1.8483431714,0.8404,0.8604
6g2e_idx3,3.5290715761,2.3505734773,0.8428,0.8628
6g2e_idx4,2.8282389614,2.0468117836,0.8093,0.8293
6g2f_idx0,4.2469817276,1.7873927364,0.8415,0.8615
6g2f_idx1,3.2396489545,1.6294456466,0.8160,0.8360
6g2f_idx2,3.0283975506,2.1827718177,0.8238,0.8438
6g2f_idx3,2.5334782847,2.1871704422,0.8576,0.8776
6g2f_idx4,2.6803283755,3.3328505460,0.8248,0.8448
6g2o_idx0,2.6337947826,1.8787117677,0.8513,0.8713
6g2o_idx1,1.5362557033,3.1415036090,0.8327,0.8527
6g2o_idx2,3.9814613863,2.2965326409,0.8426,0.8626
6g2o_idx3,3.5574954666,2.8244295148,0.8424,0.8624
6g2o_idx4,2.9266831070,1.6775527072,0.8521,0.8721
6g3c_idx0,4.0105697715,1.6909387147,0.8540,0.8740
6g3c_idx1,3.4450359133,1.9480808476,0.8246,0.8446
6g3c_idx2,3.3883031625,2.6328367041,0.8725,0.8925
6g3c_idx3,1.6632050550,2.1994277913,0.8515,0.8715
6g3c_idx4,2.9129997856,2.5410673382,0.8585,0.8785
6g5u_idx0,3.5271305525,2.2793141673,0.8593,0.8793
6g5u_idx1,4.6175261312,2.7229205735,0.8301,0.8501
6g5u_idx2,4.8915591864,2.2125281825,0.8383,0.8583
6g5u_idx3,4.4100981512,1.8464456905,0.8413,0.8613
6g5u_idx4,2.3095091312,2.3950327066,0.8453,0.8653
6g9f_idx0,1.7825047579,2.1541438060,0.8736,0.8936
6g9f_idx1,3.5610476240,3.2607886185,0.8768,0.8968
6g9f_idx2,3.1091250218,2.0237543566,0.9088,0.9288
6g9f_idx3,3.9277851733,2.1643953208,0.8765,0.8965
6g9f_idx4,2.9920725068,1.9508692327,0.8735,0.8935
6gbw_idx0,3.2621161977,2.8120465629,0.8385,0.8585
6gbw_idx1,2.1221720817,2.6209553115,0.8231,0.8431
6gbw_idx2,3.4536781656,2.4785153171,0.8403,0.8603
6gbw_idx3,2.7627119036,1.5422027541,0.8343,0.8543
6gbw_idx4,3.3700707012,1.4415928602,0.8197,0.8397
6gdy_idx0,3.4635320174,2.2503889860,0.8350,0.8550
6gdy_idx1,2.9985590244,2.5228630300,0.8485,0.8685
6gdy_idx2,3.3422280480,3.0486059665,0.8409,0.8609
6gdy_idx3,3.0772478018,1.3444185348,0.8580,0.8780
6gdy_idx4,3.7330935488,2.0184070368,0.8523,0.8723
6gga_idx0,3.5003855564,1.3802560325,0.8486,0.8686
6gga_idx1,2.6929393495,1.6564932564,0.8652,0.8852
6gga_idx2,2.6656872759,1.9929368103,0.8379,0.8579
6gga_idx3,4.7748954518,2.6795259383,0.8416,0.8616
6gga_idx4,3.0102962940,1.8463869264,0.8692,0.8892
6ggb_idx0,3.9566168327,1.7600470392,0.8592,0.8792
6ggb_idx1,3.4068353715,1.9443491912,0.8100,0.8300
6ggb_idx2,2.6815882824,2.8843554196,0.8425,0.8625
6ggb_idx3,2.5604779366,3.8530427006,0.8709,0.8909
6ggb_idx4,3.1818691485,1.4324444055,0.8497,0.8697
6ggd_idx0,3.2923480047,1.9670018233,0.8647,0.8847
6ggd_idx1,3.6003401034,1.8913865363,0.8100,0.8300
6ggd_idx2,2.2494911327,2.8209827934,0.8492,0.8692
6ggd_idx3,2.6611718308,2.3485578608,0.8001,0.8201
6ggd_idx4,3.0153648469,3.0958646312,0.8545,0.8745
6gge_idx0,4.6072205118,1.6353437575,0.8160,0.8360
6gge_idx1,1.7115386164,2.1134634350,0.8687,0.8887
6gge_idx2,3.4460039912,1.8794818637,0.8268,0.8468
6gge_idx3,2.6977711164,1.6012438700,0.8430,0.8630
6gge_idx4,3.4393473172,2.0246086296,0.8460,0.8660
6ggf_idx0,2.7303850896,1.5663687872,0.8402,0.8602
6ggf_idx1,3.3823649365,3.6256745662,0.8097,0.8297
6ggf_idx2,4.5658143792,2.3377938630,0.8550,0.8750
6ggf_idx3,3.3736205342,1.6335735216,0.8305,0.8505
6ggf_idx4,3.4410868626,1.8100831885,0.8895,0.9095
6gj5_idx0,3.3893964134,3.2480149792,0.8352,0.8552
6gj5_idx1,2.5596204971,1.8689099046,0.8449,0.8649
6gj5_idx2,3.5366920717,2.5053069916,0.8339,0.8539
6gj5_idx3,2.9310207571,2.4370749227,0.8750,0.8950
6gj5_idx4,2.5206302596,2.7678416497,0.8705,0.8905
6gj6_idx0,3.0581201672,2.4683842104,0.8528,0.8728
6gj6_idx1,2.9171737856,1.9984189589,0.8614,0.8814
6gj6_idx2,3.7277593143,1.8166793613,0.8229,0.8429
6gj6_idx3,3.0548410996,1.3511293720,0.8216,0.8416
6gj6_idx4,2.7049322612,2.0812563418,0.8665,0.8865
6gj7_idx0,4.4434463407,2.1805132821,0.8233,0.8433
6gj7_idx1,3.9532353712,1.9248273159,0.8344,0.8544
6gj7_idx2,4.2412996511,2.0319086459,0.8094,0.8294
6gj7_idx3,3.5943178546,1.5548774396,0.8327,0.8527
6gj7_idx4,3.0042039839,3.6243590439,0.8487,0.8687
6gj8_idx0,2.7805924967,1.8582435608,0.8388,0.8588
6gj8_idx1,2.8794588740,1.6258581097,0.8099,0.8299
6gj8_idx2,3.9132179348,1.8141775247,0.8562,0.8762
6gj8_idx3,3.1753352088,2.0193328501,0.8437,0.8637
6gj8_idx4,2.1312882268,2.5354210785,0.7892,0.8092
6gwe_idx0,3.0577112692,1.1480286298,0.8183,0.8383
6gwe_idx1,2.1671465162,2.3960555644,0.8332,0.8532
6gwe_idx2,3.2184627631,1.8056542565,0.8294,0.8494
6gwe_idx3,2.2852661069,2.0139062444,0.8432,0.8632
6gwe_idx4,2.2511773640,2.7162454585,0.8616,0.8816
