id,pose rmsd,pocket rmsd,qs score,lddt-pli
4A07A_seed_1_sample_1,3.8986499753,8.6873037500,0.6461,0.6561
4A07A_seed_1_sample_2,5.2310250600,4.6790481418,0.6640,0.6740
4A07A_seed_1_sample_3,3.5378751279,3.2227260533,0.6498,0.6598
4A07A_seed_1_sample_4,8.1653904378,3.4628646146,0.6873,0.6973
4AW0A_base,3.5658175850,4.3966822709,0.6589,0.6689
4AW0A_seed_1_sample_0,5.8837898136,7.5039785178,0.6659,0.6759
4AW0A_seed_1_sample_1,5.9799925392,6.2820776833,0.6481,0.6581
4AW0A_seed_1_sample_2,3.6328263924,5.0848507855,0.6844,0.6944
4AW0A_seed_1_sample_3,5.6270314742,4.4562198281,0.6596,0.6696
4AW0A_seed_1_sample_4,6.6979795036,5.9720343994,0.6622,0.6722
4AW1A_base,5.8673713679,5.9043304635,0.6683,0.6783
4AW1A_seed_1_sample_0,5.5720719732,5.3366772998,0.6407,0.6507
4AW1A_seed_1_sample_1,6.6179593995,5.7792356318,0.6694,0.6794
4AW1A_seed_1_sample_2,5.4343452355,5.0773502568,0.6375,0.6475
4AW1A_seed_1_sample_3,5.6781145163,9.6445255317,0.6654,0.6754
4AW1A_seed_1_sample_4,5.0573114982,3.4002522683,0.6654,0.6754
4AW2A_base,6.1132853903,6.3352684008,0.6618,0.6718
4AW2A_seed_1_sample_0,4.1254160176,4.7682700835,0.6658,0.6758
4AW2A_seed_1_sample_1,6.3627057481,7.3317488574,0.6563,0.6663
4AW2A_seed_1_sample_2,4.6006036392,5.7939160926,0.6800,0.6900
4AW2A_seed_1_sample_3,3.9743036922,6.7334680881,0.6697,0.6797
4AW2A_seed_1_sample_4,5.7191783113,7.0180403579,0.6603,0.6703
4CFEA_base,7.9705363937,6.4683207218,0.6652,0.6752
4CFEA_seed_1_sample_0,6.6388081849,7.8722591702,0.6562,0.6662
4CFEA_seed_1_sample_1,4.5887169222,4.3393107763,0.6672,0.6772
4CFEA_seed_1_sample_2,6.2153859466,7.7952119672,0.6635,0.6735
4CFEA_seed_1_sample_3,4.6597445280,5.8173763109,0.6338,0.6438
4CFEA_seed_1_sample_4,5.0607163287,6.7581288956,0.7027,0.7127
4CFEC_base,5.3382347521,9.0676969316,0.6609,0.6709
4CFEC_seed_1_sample_0,2.9247480787,8.1391575219,0.6563,0.6663
4CFEC_seed_1_sample_1,5.4762282903,10.0901684797,0.6758,0.6858
4CFEC_seed_1_sample_2,4.0354208939,3.5006091929,0.6280,0.6380
4CFEC_seed_1_sample_3,4.3848843474,4.8385474090,0.6618,0.6718
4CFEC_seed_1_sample_4,3.6107492583,7.8195490267,0.6759,0.6859
4CFFC_base,3.5728848465,4.6316604640,0.6645,0.6745
4CFFC_seed_1_sample_0,4.1234772663,5.8704821201,0.6710,0.6810
4CFFC_seed_1_sample_1,6.4167530100,9.4173518784,0.6609,0.6709
4CFFC_seed_1_sample_2,7.9170862556,7.6465912807,0.6624,0.6724
4CFFC_seed_1_sample_3,5.1872911701,4.8308276028,0.6690,0.6790
4CFFC_seed_1_sample_4,6.8583071328,6.8828759254,0.6728,0.6828
4CNHB_base,4.8867025092,7.2203981144,0.6479,0.6579
4CNHB_seed_1_sample_0,3.2365880309,6.2490475699,0.6753,0.6853
4CNHB_seed_1_sample_1,5.4194376652,5.9921985501,0.6757,0.6857
4CNHB_seed_1_sample_2,5.8352958671,6.3660191417,0.6574,0.6674
4CNHB_seed_1_sample_3,4.6896538115,4.2226231854,0.6583,0.6683
4CNHB_seed_1_sample_4,5.6297721059,6.3421198351,0.6721,0.6821
4CT1A_base,6.0234004952,4.8252241853,0.6930,0.7030
4CT1A_seed_1_sample_0,4.2066264675,6.7800042897,0.6915,0.7015
4CT1A_seed_1_sample_1,3.6085440468,6.8406941238,0.6531,0.6631
4CT1A_seed_1_sample_2,4.9391801847,4.9154664361,0.6589,0.6689
4CT1A_seed_1_sample_3,4.9517832745,7.1617384576,0.6585,0.6685
4CT1A_seed_1_sample_4,4.7795533504,6.7163044762,0.6774,0.6874
4CZTC_base,6.6813802633,6.0803417005,0.6665,0.6765
4CZTC_seed_1_sample_0,8.0358284706,7.3671921312,0.6761,0.6861
4CZTC_seed_1_sample_1,4.7037080749,5.6824688368,0.6946,0.7046
4CZTC_seed_1_sample_2,6.2166711590,5.7232994800,0.6740,0.6840
4CZTC_seed_1_sample_3,6.6044633293,6.2653315738,0.6776,0.6876
4CZTC_seed_1_sample_4,6.2388882994,6.0543635854,0.6764,0.6864
4CZTD_base,6.7827625589,8.1753757958,0.6541,0.6641
4CZTD_seed_1_sample_0,4.7360426913,3.3943037466,0.6662,0.6762
4CZTD_seed_1_sample_1,6.2805935738,5.6857700932,0.6646,0.6746
4CZTD_seed_1_sample_2,8.6592956731,3.7130214071,0.6590,0.6690
4CZTD_seed_1_sample_3,6.3816666529,5.3871974297,0.6993,0.7093
4CZTD_seed_1_sample_4,4.4706753715,6.5119700280,0.6803,0.6903
4CZUB_base,6.0765738628,6.1107432971,0.6153,0.6253
4CZUB_seed_1_sample_0,7.1571222313,7.7711482526,0.6527,0.6627
4CZUB_seed_1_sample_1,5.7245244234,6.6011368354,0.6670,0.6770
4CZUB_seed_1_sample_2,4.5342637873,3.0690446574,0.6689,0.6789
4CZUB_seed_1_sample_3,7.6774161366,4.5997374607,0.6524,0.6624
4CZUB_seed_1_sample_4,3.8193152118,8.9710308387,0.6624,0.6724
4CZUC_base,5.9201936879,8.9760962203,0.6610,0.6710
4CZUC_seed_1_sample_0,5.1990140957,6.2256119116,0.6595,0.6695
4CZUC_seed_1_sample_1,3.8732597802,4.1170547512,0.6815,0.6915
4CZUC_seed_1_sample_2,7.0807180719,10.4362569069,0.6679,0.6779
4CZUC_seed_1_sample_3,5.6944089226,3.5870356607,0.6575,0.6675
4CZUC_seed_1_sample_4,3.8993635986,6.5413643393,0.6630,0.6730
4CZUD_base,6.0674898963,5.9751947738,0.6688,0.6788
4CZUD_seed_1_sample_0,4.6861567818,6.4243946321,0.6469,0.6569
4CZUD_seed_1_sample_1,3.2440280363,4.5059810094,0.6579,0.6679
4CZUD_seed_1_sample_2,4.3942049802,5.4604121667,0.6810,0.6910
4CZUD_seed_1_sample_3,5.5756046347,7.8941524858,0.6889,0.6989
4CZUD_seed_1_sample_4,6.1192444059,5.3333923567,0.6220,0.6320
4D1ZA_base,5.4406804215,4.2640802504,0.7182,0.7282
4D1ZA_seed_1_sample_0,5.2793561926,5.9976636028,0.6568,0.6668
4D1ZA_seed_1_sample_1,5.8709144540,6.1543070852,0.6855,0.6955
4D1ZA_seed_1_sample_2,4.9518878057,5.8149294222,0.6422,0.6522
4D1ZA_seed_1_sample_3,7.0058923218,4.9344387225,0.6836,0.6936
4D1ZA_seed_1_sample_4,5.4177105383,6.8850736723,0.6703,0.6803
4DLIA_base,5.6180986737,5.8257222469,0.6682,0.6782
4DLIA_seed_1_sample_0,5.9757681614,4.4788238918,0.6638,0.6738
4DLIA_seed_1_sample_1,4.0077127585,6.3518504494,0.6647,0.6747
4DLIA_seed_1_sample_2,4.3719371086,5.9676702760,0.6845,0.6945
4DLIA_seed_1_sample_3,7.6496330760,6.2358743794,0.6547,0.6647
4DLIA_seed_1_sample_4,5.6765296951,3.9246978301,0.6647,0.6747
4DLJA_base,4.8639890071,4.9586713528,0.6619,0.6719
4DLJA_seed_1_sample_0,5.6852993757,6.7452255306,0.6371,0.6471
4DLJA_seed_1_sample_1,4.6279191780,7.6023635102,0.6716,0.6816
4DLJA_seed_1_sample_2,5.5965731695,6.5712694125,0.6690,0.6790
4DLJA_seed_1_sample_3,4.4195820841,6.2765288781,0.6602,0.6702
4DLJA_seed_1_sample_4,5.5930100268,7.2424079563,0.6424,0.6524
4E6AA_base,3.5186847393,7.7332215163,0.6628,0.6728
4E6AA_seed_1_sample_0,7.2808153362,9.4197859613,0.6665,0.6765
4E6AA_seed_1_sample_1,4.5918061164,6.8184036786,0.6696,0.6796
4E6AA_seed_1_sample_2,3.5155732720,5.2651533136,0.6708,0.6808
4E6AA_seed_1_sample_3,4.9359861496,6.8476608120,0.6458,0.6558
4E6AA_seed_1_sample_4,4.7576976087,3.7322326955,0.6902,0.7002
4E6CA_base,5.4228012021,6.1758223750,0.6856,0.6956
4E6CA_seed_1_sample_0,3.9204257282,5.4534184769,0.6856,0.6956
4E6CA_seed_1_sample_1,5.7654274934,6.0659235768,0.6791,0.6891
4E6CA_seed_1_sample_2,12.9151988899,6.9045153153,0.6961,0.7061
4E6CA_seed_1_sample_3,3.7918194659,6.1887496204,0.6844,0.6944
4E6CA_seed_1_sample_4,5.6799464120,4.2525760257,0.6923,0.7023
4E8AA_base,4.8299358734,5.5924524053,0.6763,0.6863
4E8AA_seed_1_sample_0,5.4775886566,5.0068805959,0.6727,0.6827
4E8AA_seed_1_sample_1,3.3186585325,6.0908120141,0.6825,0.6925
4E8AA_seed_1_sample_2,3.9147855728,6.7027946279,0.6557,0.6657
4E8AA_seed_1_sample_3,5.8557716872,4.8139415789,0.6653,0.6753
4E8AA_seed_1_sample_4,5.1701846286,7.3631556064,0.6739,0.6839
4EH2A_base,7.8563525722,8.4901449715,0.6580,0.6680
4EH2A_seed_1_sample_0,4.3767811466,5.7308499924,0.6209,0.6309
4EH2A_seed_1_sample_1,5.4528466098,7.3591972101,0.6581,0.6681
4EH2A_seed_1_sample_2,10.8134774415,4.2342577280,0.6549,0.6649
4EH2A_seed_1_sample_3,4.3107958763,5.3585901332,0.6870,0.6970
4EH2A_seed_1_sample_4,4.1643263877,7.8070435781,0.6316,0.6416
4EH3A_base,5.1744361828,3.9458063368,0.6544,0.6644
4EH3A_seed_1_sample_0,5.1622484698,5.4058911874,0.7016,0.7116
4EH3A_seed_1_sample_1,6.4466120180,4.9040253771,0.6225,0.6325
4EH3A_seed_1_sample_2,5.3919487700,8.1787523947,0.6642,0.6742
4EH3A_seed_1_sample_3,4.3203139628,8.1724725147,0.6568,0.6668
4EH3A_seed_1_sample_4,5.5034121581,5.2503380783,0.6353,0.6453
4EH4A_base,10.0962300561,6.3290143771,0.6698,0.6798
4EH4A_seed_1_sample_0,7.1739493779,3.1929208807,0.6519,0.6619
4EH4A_seed_1_sample_1,2.6037966368,7.5901621478,0.6155,0.6255
4EH4A_seed_1_sample_2,5.0379974705,6.6979950503,0.6574,0.6674
4EH4A_seed_1_sample_3,4.1943579366,8.5506225690,0.6426,0.6526
4EH4A_seed_1_sample_4,6.0987176810,3.3776548358,0.6912,0.7012
4EH5A_base,4.9987957534,6.6939079769,0.6699,0.6799
4EH5A_seed_1_sample_0,8.4628571505,5.6179222198,0.6474,0.6574
4EH5A_seed_1_sample_1,6.5884742400,3.1937292365,0.6737,0.6837
4EH5A_seed_1_sample_2,6.5215601059,5.1601424170,0.7077,0.7177
4EH5A_seed_1_sample_3,5.4693275203,6.0136315025,0.6438,0.6538
4EH5A_seed_1_sample_4,5.1677556857,7.5003554671,0.6494,0.6594
4EH6A_base,5.6834468386,6.4439082405,0.6675,0.6775
4EH6A_seed_1_sample_0,7.2162314161,5.3923954432,0.6705,0.6805
4EH6A_seed_1_sample_1,5.9662008227,6.8576127549,0.6728,0.6828
4EH6A_seed_1_sample_2,4.7813826538,5.9714119682,0.6394,0.6494
4EH6A_seed_1_sample_3,7.1798900450,5.2145773557,0.6716,0.6816
4EH6A_seed_1_sample_4,5.4769068409,4.7537791768,0.6460,0.6560
4EH7A_base,5.1197680658,6.3680646458,0.6538,0.6638
4EH7A_seed_1_sample_0,4.2830642282,6.3808972861,0.6876,0.6976
4EH7A_seed_1_sample_1,4.5313270116,9.7233286411,0.6549,0.6649
4EH7A_seed_1_sample_2,4.4526579470,5.4809934279,0.6813,0.6913
4EH7A_seed_1_sample_3,2.5971731780,9.1650890418,0.6627,0.6727
4EH7A_seed_1_sample_4,6.7310049360,6.6999528765,0.6726,0.6826
4EH8A_base,6.0142538686,8.2400503763,0.6724,0.6824
4EH8A_seed_1_sample_0,4.9478109991,4.8941277322,0.6821,0.6921
4EH8A_seed_1_sample_1,6.7802151796,4.9331803534,0.6840,0.6940
4EH8A_seed_1_sample_2,5.8241312642,5.6833722482,0.6546,0.6646
4EH8A_seed_1_sample_3,5.7282196406,7.6810934601,0.7025,0.7125
4EH8A_seed_1_sample_4,2.8117920404,6.4166571353,0.6815,0.6915
4EH9A_base,4.9246781604,7.4133635719,0.6885,0.6985
4EH9A_seed_1_sample_0,5.9629193543,6.6497193376,0.6894,0.6994
4EH9A_seed_1_sample_1,7.8063274174,7.9439060451,0.6601,0.6701
4EH9A_seed_1_sample_2,8.2696040057,6.4548764935,0.6684,0.6784
4EH9A_seed_1_sample_3,7.4556524713,5.3868596921,0.6713,0.6813
4EH9A_seed_1_sample_4,3.9044249972,6.9873190504,0.6754,0.6854
