id,pose rmsd,pocket rmsd,qs score,lddt-pli
3A2CA_seed_101_sample_3,3.0391933515,4.7756088957,0.5584,0.5684
3A2CA_seed_101_sample_4,5.1566095785,4.8079346662,0.5873,0.5973
3A2CB_seed_101_sample_0,4.4411637276,4.5079573357,0.6026,0.6126
3A2CB_seed_101_sample_1,5.7482901974,6.0894015142,0.5601,0.5701
3A2CB_seed_101_sample_2,4.2365795454,4.4736698182,0.5800,0.5900
3A2CB_seed_101_sample_3,4.7065801674,4.4489849487,0.5959,0.6059
3A2CB_seed_101_sample_4,5.1512255587,6.2693823140,0.5944,0.6044
3A2CC_seed_101_sample_0,3.7979306682,6.9889691534,0.5914,0.6014
3A2CC_seed_101_sample_1,5.4913325085,6.0339207094,0.5846,0.5946
3A2CC_seed_101_sample_2,4.6056369743,2.6725504442,0.5738,0.5838
3A2CC_seed_101_sample_3,5.3475709808,4.1181375717,0.5712,0.5812
3A2CC_seed_101_sample_4,4.1498093898,3.9965710569,0.6129,0.6229
3A2CD_seed_101_sample_0,6.2032426626,3.8648827025,0.5674,0.5774
3A2CD_seed_101_sample_1,5.5004080160,4.7202757326,0.6143,0.6243
3A2CD_seed_101_sample_2,4.5222765268,8.2333661131,0.5635,0.5735
3A2CD_seed_101_sample_3,5.5373224346,4.8402166854,0.6478,0.6578
3A2CD_seed_101_sample_4,6.4783158050,4.3490076137,0.5550,0.5650
3A2CE_seed_101_sample_0,7.3987839674,6.2246350498,0.6218,0.6318
3A2CE_seed_101_sample_1,3.1903406151,5.3180253532,0.5718,0.5818
3A2CE_seed_101_sample_2,5.8961802884,5.3869502585,0.5874,0.5974
3A2CE_seed_101_sample_3,5.3110465527,4.4023592916,0.5884,0.5984
3A2CE_seed_101_sample_4,4.6184381472,5.2248861656,0.5767,0.5867
3A2CF_seed_101_sample_0,3.6761115365,5.8266570018,0.6343,0.6443
3A2CF_seed_101_sample_1,6.4741604113,3.2413259295,0.5916,0.6016
3A2CF_seed_101_sample_2,3.4490101652,3.4947192560,0.5633,0.5733
3A2CF_seed_101_sample_3,5.4480521768,6.8548008965,0.6027,0.6127
3A2CF_seed_101_sample_4,6.5468811677,6.4530976518,0.6040,0.6140
3A2CG_seed_101_sample_0,3.1695970226,4.6050104938,0.5668,0.5768
3A2CG_seed_101_sample_1,4.3836965055,4.0501671496,0.6004,0.6104
3A2CG_seed_101_sample_2,3.4083134354,4.9899329433,0.5911,0.6011
3A2CG_seed_101_sample_3,5.0255520400,3.8782966723,0.6061,0.6161
3A2CG_seed_101_sample_4,6.9041008577,4.8008110876,0.6040,0.6140
3A2CH_seed_101_sample_0,7.8413482238,7.8977999541,0.5896,0.5996
3A2CH_seed_101_sample_1,3.0313048454,5.4023124250,0.5816,0.5916
3A2CH_seed_101_sample_2,4.0950729361,6.9962985943,0.6079,0.6179
3A2CH_seed_101_sample_3,5.6373159279,4.9438975394,0.5960,0.6060
3A2CH_seed_101_sample_4,7.0172046633,5.7325646779,0.5600,0.5700
3A2CI_seed_101_sample_0,5.2531318451,7.3910274009,0.5788,0.5888
3A2CI_seed_101_sample_1,3.9234986959,3.7427653574,0.5801,0.5901
3A2CI_seed_101_sample_2,5.0926822531,4.7919605543,0.5845,0.5945
3A2CI_seed_101_sample_3,4.7084886685,5.0257992838,0.6354,0.6454
3A2CI_seed_101_sample_4,4.4932964081,5.6086184450,0.5822,0.5922
3A2CJ_seed_101_sample_0,3.9349729395,7.7077460875,0.5993,0.6093
3A2CJ_seed_101_sample_1,5.2087334093,6.2039791140,0.6228,0.6328
3A2CJ_seed_101_sample_2,5.1063848403,3.5944553523,0.5998,0.6098
3A2CJ_seed_101_sample_3,4.6194504496,4.8844960507,0.5984,0.6084
3A2CJ_seed_101_sample_4,4.4731810270,4.1803637907,0.6157,0.6257
3A2CK_seed_101_sample_0,3.4290821718,4.1538988303,0.5937,0.6037
3A2CK_seed_101_sample_1,4.1869722645,8.6712768888,0.5935,0.6035
3A2CK_seed_101_sample_2,6.3925560577,4.0070946676,0.6035,0.6135
3A2CK_seed_101_sample_3,4.5081290172,5.5450626633,0.5980,0.6080
3A2CK_seed_101_sample_4,3.2989276146,4.3710623046,0.5761,0.5861
3A2CL_seed_101_sample_0,6.6004147062,6.4821637254,0.5664,0.5764
3A2CL_seed_101_sample_1,5.3983218228,5.7100908688,0.5875,0.5975
3A2CL_seed_101_sample_2,8.0088208200,5.3960438106,0.6177,0.6277
3A2CL_seed_101_sample_3,4.8025634236,5.1282647308,0.5852,0.5952
3A2CL_seed_101_sample_4,4.2130027462,6.9465029274,0.6127,0.6227
3BWJA_seed_101_sample_0,3.2923796622,4.1407799201,0.5980,0.6080
3BWJA_seed_101_sample_1,6.5829394606,4.3582671973,0.5836,0.5936
3BWJA_seed_101_sample_2,8.9880836205,3.9537228000,0.5371,0.5471
3BWJA_seed_101_sample_3,3.8508274423,7.2968717647,0.5942,0.6042
3BWJA_seed_101_sample_4,4.0218816672,4.8569833388,0.5842,0.5942
3C5UA_seed_101_sample_0,5.4880279277,4.0327919804,0.5577,0.5677
3C5UA_seed_101_sample_1,3.8417785397,4.7069530026,0.6000,0.6100
3C5UA_seed_101_sample_2,4.4188619601,9.7641831824,0.5892,0.5992
3C5UA_seed_101_sample_3,4.3321430693,5.0882852576,0.5972,0.6072
3C5UA_seed_101_sample_4,4.9605246007,6.4644263542,0.5777,0.5877
3CBLA_seed_101_sample_0,6.2166202472,5.8714673937,0.5938,0.6038
3CBLA_seed_101_sample_1,4.7542486792,5.2106953292,0.5803,0.5903
3CBLA_seed_101_sample_2,5.9491556596,4.3957268125,0.6110,0.6210
3CBLA_seed_101_sample_3,4.2569355868,4.8077794166,0.5922,0.6022
3CBLA_seed_101_sample_4,5.1318766630,4.7836125474,0.5617,0.5717
3CD3A_seed_101_sample_0,2.7703270511,3.0086458209,0.5940,0.6040
3CD3A_seed_101_sample_1,3.2904843175,9.9875784832,0.5911,0.6011
3CD3A_seed_101_sample_2,5.7690079468,6.5864742645,0.5857,0.5957
3CD3A_seed_101_sample_3,4.0795407869,5.3810351061,0.5628,0.5728
3CD3A_seed_101_sample_4,5.4657454158,4.9677739544,0.6109,0.6209
3EZRA_seed_101_sample_0,5.4146478353,4.2904775015,0.5751,0.5851
3EZRA_seed_101_sample_1,6.5803734178,6.6274131642,0.6214,0.6314
3EZRA_seed_101_sample_2,5.7920514878,4.9882998062,0.5765,0.5865
3EZRA_seed_101_sample_3,6.0968339823,5.8921871862,0.5904,0.6004
3EZRA_seed_101_sample_4,4.5979196304,3.6948329212,0.5888,0.5988
3F9NA_seed_101_sample_0,3.9707320988,5.7455650529,0.5928,0.6028
3F9NA_seed_101_sample_1,3.9378389586,8.6182704261,0.6426,0.6526
3F9NA_seed_101_sample_2,4.1850171191,4.8617668037,0.5798,0.5898
3F9NA_seed_101_sample_3,3.5646451120,6.3840191832,0.6311,0.6411
3F9NA_seed_101_sample_4,4.1233291537,5.2732271478,0.6022,0.6122
3GVUA_seed_101_sample_0,4.6199298303,6.8902458253,0.5758,0.5858
3GVUA_seed_101_sample_1,5.0350566073,6.8254976571,0.6148,0.6248
3GVUA_seed_101_sample_2,4.3440152016,5.3080297471,0.6066,0.6166
3GVUA_seed_101_sample_3,2.9229724564,4.5444775493,0.6088,0.6188
3GVUA_seed_101_sample_4,4.6434194301,5.6153148983,0.5631,0.5731
3H30A_seed_101_sample_0,5.0021020113,5.2817177975,0.5998,0.6098
3H30A_seed_101_sample_1,6.2005666204,4.4787021306,0.5817,0.5917
3H30A_seed_101_sample_2,5.4629435352,5.8587064667,0.5869,0.5969
3H30A_seed_101_sample_3,4.0254294791,5.8234323767,0.5871,0.5971
3H30A_seed_101_sample_4,3.9455076961,4.1851915633,0.5906,0.6006
3HL7A_seed_101_sample_0,7.8159862865,5.0831805256,0.6215,0.6315
3HL7A_seed_101_sample_1,5.7126400259,10.8492288615,0.5973,0.6073
3HL7A_seed_101_sample_2,7.4736368040,6.4110159293,0.5529,0.5629
3HL7A_seed_101_sample_3,8.0516972878,5.3561956463,0.6147,0.6247
3HL7A_seed_101_sample_4,3.8535733587,9.7921370452,0.5915,0.6015
3HLLA_seed_101_sample_0,5.2061421184,4.6643958933,0.5924,0.6024
3HLLA_seed_101_sample_1,5.3018909016,2.8139680314,0.5532,0.5632
3HLLA_seed_101_sample_2,5.4380733559,3.2448650200,0.5977,0.6077
3HLLA_seed_101_sample_3,5.4140495098,3.5748791609,0.5798,0.5898
3HLLA_seed_101_sample_4,4.9730604675,5.5779587354,0.6088,0.6188
3HP2A_seed_101_sample_0,4.9384627110,6.6718567981,0.5989,0.6089
3HP2A_seed_101_sample_1,3.2475367774,3.0381888602,0.6063,0.6163
3HP2A_seed_101_sample_2,4.5365711972,6.9110394827,0.5823,0.5923
3HP2A_seed_101_sample_3,3.9220593269,3.8453880369,0.5532,0.5632
3HP2A_seed_101_sample_4,4.8795041495,5.5729126793,0.6091,0.6191
3HP5A_seed_101_sample_0,4.2065179474,5.8696149088,0.5981,0.6081
3HP5A_seed_101_sample_1,5.5187532120,5.8234425266,0.5831,0.5931
3HP5A_seed_101_sample_2,5.8025107222,5.2367228792,0.5786,0.5886
3HP5A_seed_101_sample_3,5.1074224848,5.4551384883,0.5720,0.5820
3HP5A_seed_101_sample_4,5.1169769012,3.9308437221,0.5545,0.5645
3HRFA_seed_101_sample_0,4.8392437128,5.6033428126,0.5662,0.5762
3HRFA_seed_101_sample_1,4.2273372637,6.6773567896,0.5883,0.5983
3HRFA_seed_101_sample_2,4.5375919486,6.5887574873,0.6219,0.6319
3HRFA_seed_101_sample_3,4.1770709188,10.0444712087,0.5988,0.6088
3HRFA_seed_101_sample_4,5.2096806752,6.8525254514,0.6218,0.6318
3JVRA_seed_101_sample_0,4.7448040379,6.2677407757,0.5696,0.5796
3JVRA_seed_101_sample_1,5.4676263318,7.9223214544,0.6149,0.6249
3JVRA_seed_101_sample_2,3.3917964311,5.5516408767,0.5814,0.5914
3JVRA_seed_101_sample_3,5.9030343287,3.7861127114,0.6191,0.6291
3JVRA_seed_101_sample_4,3.9073043840,2.9857296730,0.6143,0.6243
3JVSA_seed_101_sample_0,3.9351587850,7.1918745712,0.5904,0.6004
3JVSA_seed_101_sample_1,4.5003763805,6.0243944321,0.5924,0.6024
3JVSA_seed_101_sample_2,4.1069293507,6.4600261545,0.6141,0.6241
3JVSA_seed_101_sample_3,5.0850409292,4.8094868951,0.5738,0.5838
3JVSA_seed_101_sample_4,4.0958758839,5.6974372981,0.5465,0.5565
3K3IA_seed_101_sample_0,3.6188358726,8.3679131517,0.6061,0.6161
3K3IA_seed_101_sample_1,3.8269612368,5.6832183225,0.6333,0.6433
3K3IA_seed_101_sample_2,6.5634580834,3.9547977369,0.5518,0.5618
3K3IA_seed_101_sample_3,4.7806970477,4.6924118264,0.5939,0.6039
3K3IA_seed_101_sample_4,3.5312051268,7.3896973622,0.5661,0.5761
3K3JA_seed_101_sample_0,4.7380048548,3.9801474319,0.5839,0.5939
3K3JA_seed_101_sample_1,3.2044330393,2.7413534625,0.5698,0.5798
3K3JA_seed_101_sample_2,7.3958084873,2.9456229740,0.6072,0.6172
3K3JA_seed_101_sample_3,3.2297419407,3.7399580255,0.5788,0.5888
3K3JA_seed_101_sample_4,5.3292470179,6.3831232169,0.5859,0.5959
3K5VA_seed_101_sample_0,5.4163827085,5.3437354351,0.5681,0.5781
3K5VA_seed_101_sample_1,3.2904352180,4.3253360902,0.6044,0.6144
3K5VA_seed_101_sample_2,5.0966879602,3.7906025686,0.5795,0.5895
3K5VA_seed_101_sample_3,6.0666999377,5.0800027394,0.5822,0.5922
3K5VA_seed_101_sample_4,5.3143759985,5.0224116144,0.5882,0.5982
3K5VB_seed_101_sample_0,5.0469083512,4.5395477469,0.5607,0.5707
3K5VB_seed_101_sample_1,5.9942216686,4.9160019647,0.5893,0.5993
3K5VB_seed_101_sample_2,4.9221622557,4.3189559015,0.5575,0.5675
3K5VB_seed_101_sample_3,5.1429564638,8.2039407084,0.5854,0.5954
3K5VB_seed_101_sample_4,4.5806636665,2.8923629173,0.5853,0.5953
3LJ0A_seed_101_sample_0,5.5371128079,5.3889811543,0.5817,0.5917
3LJ0A_seed_101_sample_1,3.7365986389,4.0560424583,0.5857,0.5957
3LJ0A_seed_101_sample_2,5.7630254833,6.2366191802,0.5763,0.5863
3LJ0A_seed_101_sample_3,4.1670001822,4.9284896325,0.6000,0.6100
3LJ0A_seed_101_sample_4,3.5997285374,5.7277024956,0.5897,0.5997
3LJ0B_seed_101_sample_0,5.1801500267,5.9697687352,0.5803,0.5903
3LJ0B_seed_101_sample_1,7.2193192913,5.5021596977,0.5852,0.5952
3LJ0B_seed_101_sample_2,6.0131054716,6.6963944738,0.5762,0.5862
3LJ0B_seed_101_sample_3,4.1562337793,3.6911560042,0.5872,0.5972
3LJ0B_seed_101_sample_4,5.6295904631,6.6308556681,0.5835,0.5935
3LW0A_seed_101_sample_0,4.2205670863,4.9484456416,0.5537,0.5637
3LW0A_seed_101_sample_1,4.5837475943,5.7486797641,0.6227,0.6327
3LW0A_seed_101_sample_2,4.8351101135,7.7132719224,0.5808,0.5908
3LW0A_seed_101_sample_3,2.6490927566,6.9234267156,0.5763,0.5863
3LW0A_seed_101_sample_4,4.9600978638,8.5830187989,0.5957,0.6057
3LW0B_seed_101_sample_0,3.6550854885,2.9777297149,0.5480,0.5580
3LW0B_seed_101_sample_1,3.9716122725,4.1158225905,0.5818,0.5918
3LW0B_seed_101_sample_2,3.2704388373,6.6515575463,0.5959,0.6059
3LW0B_seed_101_sample_3,3.2361431181,3.9398379633,0.5845,0.5945
3LW0B_seed_101_sample_4,3.7348426135,4.9936191350,0.5910,0.6010
3LW0C_seed_101_sample_0,5.8119788311,8.0106995607,0.5809,0.5909
3LW0C_seed_101_sample_1,7.1709067888,6.5044341768,0.5824,0.5924
3LW0C_seed_101_sample_2,4.6983928514,4.1092558774,0.5889,0.5989
3LW0C_seed_101_sample_3,6.2119168076,5.8547935623,0.5928,0.6028
3LW0C_seed_101_sample_4,4.4261344473,6.1419006904,0.5678,0.5778
3LW0D_seed_101_sample_0,2.9315420262,5.3156389683,0.5953,0.6053
3LW0D_seed_101_sample_1,4.9086597127,5.0971550084,0.5957,0.6057
3LW0D_seed_101_sample_2,5.2853235897,5.4151387142,0.5774,0.5874
3LW0D_seed_101_sample_3,4.2476574422,3.5918978215,0.5783,0.5883
3LW0D_seed_101_sample_4,5.0991702895,5.3948092026,0.5921,0.6021
3MS9A_seed_101_sample_0,5.4556994970,4.1044894319,0.6130,0.6230
3MS9A_seed_101_sample_1,3.8101550646,5.7672876714,0.6115,0.6215
3MS9A_seed_101_sample_2,3.2684414654,5.8189123779,0.5731,0.5831
3MS9A_seed_101_sample_3,4.4736661411,4.1812523657,0.5789,0.5889
3MS9A_seed_101_sample_4,4.4850813991,6.0920029173,0.5785,0.5885
3MS9B_seed_101_sample_0,4.3290840166,5.7131025804,0.5973,0.6073
3MS9B_seed_101_sample_1,6.0516651634,5.1721323805,0.5865,0.5965
3MS9B_seed_101_sample_2,7.2784576387,6.2667683581,0.5961,0.6061
3MS9B_seed_101_sample_3,4.2603871017,4.8336890458,0.6146,0.6246
3MS9B_seed_101_sample_4,5.6307545451,4.8684208918,0.5939,0.6039
3MSSA_seed_101_sample_0,5.9819975930,5.3294906608,0.5976,0.6076
3MSSA_seed_101_sample_1,5.6508777366,5.1500345681,0.5964,0.6064
3MSSA_seed_101_sample_2,6.1434922534,6.9542351334,0.5741,0.5841
3MSSA_seed_101_sample_3,4.2896742047,2.8873029152,0.5862,0.5962
3MSSA_seed_101_sample_4,5.6886523201,4.8364971996,0.5845,0.5945
3MSSB_seed_101_sample_0,7.8431635230,3.1584143121,0.5790,0.5890
3MSSB_seed_101_sample_1,5.7801993369,4.5825217791,0.6193,0.6293
3MSSB_seed_101_sample_2,4.0493175566,5.5392891883,0.6003,0.6103
3MSSB_seed_101_sample_3,5.5038613144,5.1979929473,0.5353,0.5453
3MSSB_seed_101_sample_4,6.4825688062,6.6103863058,0.5727,0.5827
3MSSC_seed_101_sample_0,5.1849922718,5.6151373157,0.5870,0.5970
3MSSC_seed_101_sample_1,4.1069128117,2.6106271706,0.5888,0.5988
3MSSC_seed_101_sample_2,6.9538253996,3.9126832396,0.5724,0.5824
3MSSC_seed_101_sample_3,3.4593476055,7.6310446638,0.5823,0.5923
3MSSC_seed_101_sample_4,5.3622198543,7.6353534388,0.5810,0.5910
3MSSD_seed_101_sample_0,4.7090109000,5.2957038507,0.5795,0.5895
3MSSD_seed_101_sample_1,3.5082079386,3.5020979478,0.6015,0.6115
3MSSD_seed_101_sample_2,6.4133656818,8.8774126420,0.5878,0.5978
3MSSD_seed_101_sample_3,5.1577151344,3.0512468221,0.5775,0.5875
3MSSD_seed_101_sample_4,3.5318514916,5.5642929261,0.5830,0.5930
3NEWA_seed_101_sample_0,5.4956335050,5.0826910546,0.5888,0.5988
3NEWA_seed_101_sample_1,4.2444900050,5.4647947663,0.5669,0.5769
3NEWA_seed_101_sample_2,2.9382808166,3.8329310149,0.5779,0.5879
3NEWA_seed_101_sample_3,3.9800544426,4.6448005671,0.6010,0.6110
3NEWA_seed_101_sample_4,5.0501080620,6.7150176257,0.6089,0.6189
3O2MA_seed_101_sample_0,5.5425101908,4.5367534696,0.5420,0.5520
3O2MA_seed_101_sample_1,4.9279003551,3.6271625219,0.6381,0.6481
3O2MA_seed_101_sample_2,4.7817808143,5.1018037564,0.5767,0.5867
3O2MA_seed_101_sample_3,5.3175851514,5.2350496934,0.6054,0.6154
3O2MA_seed_101_sample_4,4.4851760783,4.9463642401,0.5622,0.5722
3O2MB_seed_101_sample_0,6.3455922028,4.1973907970,0.6036,0.6136
3O2MB_seed_101_sample_1,4.9070953662,5.8566630359,0.5903,0.6003
3O2MB_seed_101_sample_2,5.0885970695,4.9555449607,0.5881,0.5981
3O2MB_seed_101_sample_3,5.4125564752,3.8098303054,0.5837,0.5937
3O2MB_seed_101_sample_4,3.6299888241,5.4030863731,0.5847,0.5947
3O96A_seed_101_sample_0,3.9598853012,5.0762904769,0.6045,0.6145
3O96A_seed_101_sample_1,6.9286608716,5.3044334327,0.5747,0.5847
3O96A_seed_101_sample_2,5.1415210108,3.3384730219,0.5846,0.5946
3O96A_seed_101_sample_3,4.4055616758,4.2180038444,0.5818,0.5918
3O96A_seed_101_sample_4,5.1494641556,5.7377037508,0.5571,0.5671
3OHTA_seed_101_sample_0,4.1917412518,6.4668126261,0.5916,0.6016
3OHTA_seed_101_sample_1,5.0691003280,5.5897311342,0.5890,0.5990
3OHTA_seed_101_sample_2,4.0030397734,5.3390154447,0.5801,0.5901
3OHTA_seed_101_sample_3,5.0658730089,6.1606229632,0.5624,0.5724
3OHTA_seed_101_sample_4,3.1870513305,6.5781246154,0.5828,0.5928
3OHTB_seed_101_sample_0,6.5946039284,8.0127700692,0.5865,0.5965
3OHTB_seed_101_sample_1,4.1590318192,5.7999514150,0.5895,0.5995
3OHTB_seed_101_sample_2,3.1842331167,4.4787071653,0.5908,0.6008
3OHTB_seed_101_sample_3,4.4707731414,5.8248384649,0.5658,0.5758
3OHTB_seed_101_sample_4,4.3092881623,3.1747560461,0.6102,0.6202
3OROA_seed_101_sample_0,4.9117062388,5.2533512845,0.6056,0.6156
3OROA_seed_101_sample_1,3.5509285313,4.6388515117,0.6055,0.6155
3OROA_seed_101_sample_2,5.2220402580,5.1598678651,0.5991,0.6091
3OROA_seed_101_sample_3,11.6979510401,5.8732007169,0.6161,0.6261
3OROA_seed_101_sample_4,3.4344433132,5.2643476113,0.6044,0.6144
3ORXA_seed_101_sample_0,5.1446157047,3.6173766619,0.6123,0.6223
3ORXA_seed_101_sample_1,4.3747180245,4.7571182011,0.5963,0.6063
3ORXA_seed_101_sample_2,4.9613300166,4.2590121627,0.5927,0.6027
3ORXA_seed_101_sample_3,3.0058774443,5.1810387629,0.6024,0.6124
3ORXA_seed_101_sample_4,3.5458199563,5.7016106730,0.5757,0.5857
3ORXB_seed_101_sample_0,5.3038695790,4.0948920875,0.5852,0.5952
3ORXB_seed_101_sample_1,4.6828985886,6.2633347615,0.5939,0.6039
3ORXB_seed_101_sample_2,7.1158972097,7.2219878234,0.5780,0.5880
3ORXB_seed_101_sample_3,3.9642727923,4.8748435982,0.5409,0.5509
3ORXB_seed_101_sample_4,4.9389198892,6.2599676236,0.5781,0.5881
3ORXC_seed_101_sample_0,9.7943152686,3.6017945342,0.5749,0.5849
3ORXC_seed_101_sample_1,3.9045065845,4.5581875012,0.6069,0.6169
3ORXC_seed_101_sample_2,3.7718417357,6.6409200134,0.5516,0.5616
3ORXC_seed_101_sample_3,4.6867494370,3.3564285902,0.5743,0.5843
3ORXC_seed_101_sample_4,4.6757104069,4.5984232849,0.6215,0.6315
3ORXD_seed_101_sample_0,5.8390236499,4.1715202364,0.5424,0.5524
3ORXD_seed_101_sample_1,4.8837616254,6.9571073760,0.5842,0.5942
3ORXD_seed_101_sample_2,3.9131275984,6.9517655099,0.5768,0.5868
3ORXD_seed_101_sample_3,4.9847196724,4.4661048542,0.5553,0.5653
3ORXD_seed_101_sample_4,9.1446679136,5.3836612824,0.5898,0.5998
3ORXE_seed_101_sample_0,6.4978100069,2.7160002331,0.5719,0.5819
3ORXE_seed_101_sample_1,2.3583907484,6.4564337585,0.5355,0.5455
3ORXE_seed_101_sample_2,4.5631699715,5.6975279994,0.5774,0.5874
3ORXE_seed_101_sample_3,3.7990428336,7.2734319946,0.5626,0.5726
3ORXE_seed_101_sample_4,5.5239180944,2.8731408212,0.6112,0.6212
3ORXF_seed_101_sample_0,4.5276629869,5.6940514045,0.5898,0.5998
3ORXF_seed_101_sample_1,7.6652391845,4.7787836368,0.5674,0.5774
3ORXF_seed_101_sample_2,5.9675154634,2.7166878463,0.5936,0.6036
3ORXF_seed_101_sample_3,5.9069079365,4.3893815509,0.6276,0.6376
3ORXF_seed_101_sample_4,4.9538474862,5.1153865606,0.5637,0.5737
3ORXG_seed_101_sample_0,4.6806985718,6.3800413345,0.5694,0.5794
3ORXG_seed_101_sample_1,5.1477862187,5.4813936633,0.5874,0.5974
3ORXG_seed_101_sample_2,6.5361069945,4.5869433750,0.5904,0.6004
3ORXG_seed_101_sample_3,5.4038908510,5.8333039046,0.5928,0.6028
3ORXG_seed_101_sample_4,4.3307409096,5.0794732796,0.5593,0.5693
3ORXH_seed_101_sample_0,6.5031907705,4.4356856441,0.5915,0.6015
3ORXH_seed_101_sample_1,4.9607124616,4.0437160313,0.5660,0.5760
3ORXH_seed_101_sample_2,4.6372337493,5.4168786852,0.5738,0.5838
3ORXH_seed_101_sample_3,3.8793886234,5.4277945379,0.6076,0.6176
3ORXH_seed_101_sample_4,4.1042528249,8.2709731441,0.5748,0.5848
3ORZA_seed_101_sample_0,4.0329982609,4.6623076436,0.6013,0.6113
3ORZA_seed_101_sample_1,2.3523915456,7.7961167544,0.5827,0.5927
3ORZA_seed_101_sample_2,6.0966127478,5.6991933888,0.5926,0.6026
