id,pose rmsd,pocket rmsd,qs score,lddt-pli
4E6A,10.3238438782,6.1998140321,0.9490,0.9590
4E6C,6.1907265642,5.8921727661,0.9165,0.9265
4E8A,5.4313388795,7.9812895058,0.9440,0.9540
4EH2,4.2445103734,4.7576125180,0.9293,0.9393
4EH3,8.4858975371,5.0074885465,0.9149,0.9249
4EH4,11.5854341815,4.5426252098,0.8683,0.8783
4EH5,4.9639777728,8.3838022498,0.9255,0.9355
4EH6,5.1847517948,5.5804886798,0.9155,0.9255
4EH7,7.0748102653,4.6335196758,0.8890,0.8990
4EH8,4.9526939300,5.4081224087,0.9313,0.9413
4EH9,5.6963529497,11.2186553541,0.9205,0.9305
4EHV,5.5849317406,5.8462325591,0.9286,0.9386
4EWQ,6.3947211234,7.4273636497,0.9089,0.9189
4EZ7,8.0133917965,6.7460608287,0.9251,0.9351
4F1M,6.1285118461,5.9869092787,0.9116,0.9216
4F1T,7.6687852582,5.0504551062,0.9424,0.9524
4FKU,5.4870831479,5.5239124224,0.9235,0.9335
4G5J,6.6154901226,5.4961930712,0.8930,0.9030
4I41,3.5718764604,3.4568216797,0.9253,0.9353
4IWD,4.2416381146,11.4753588920,0.9224,0.9324
4L68,7.4365161447,7.5675837038,0.9170,0.9270
4MNE,5.2584330611,6.1826217293,0.8940,0.9040
4MWI,7.0450511174,5.7077797557,0.9423,0.9523
4O1O,6.9801511158,4.9295348873,0.9064,0.9164
4O1P,5.0757574346,9.9020778706,0.9740,0.9840
4OLI,4.5947216711,7.3349551787,0.9625,0.9725
4PL3,5.3149471204,6.0587510328,0.9335,0.9435
4PL4,6.4903507442,7.8421878982,0.9462,0.9562
4PL5,5.5992824949,6.0987144874,0.9379,0.9479
4QFS,3.7679422557,5.2214350450,0.9402,0.9502
4QTD,5.9861556894,6.4517613140,0.8943,0.9043
4R3C,6.4483627019,6.0685010961,0.9311,0.9411
4RQK,7.9931962559,5.1458280681,0.9130,0.9230
4RQV,7.0417053168,6.7314342300,0.9182,0.9282
4TT7,5.1895528200,6.6908540078,0.9184,0.9284
4W9W,5.0860857970,4.8085574640,0.9219,0.9319
4XX9,10.0743366641,5.8403709877,0.9529,0.9629
4Y95,7.3633530346,12.4653466533,0.9286,0.9386
4YO6,10.3788139589,6.1539997009,0.9460,0.9560
4Z83,4.9676377551,11.2508001233,0.9228,0.9328
4Z9L,6.7114404236,5.3591758873,0.9237,0.9337
4ZHX,6.8339281891,3.2330831274,0.8845,0.8945
5A14,7.0102609150,3.7282383398,0.9290,0.9390
5CLP,6.4103407946,6.4088415555,0.9402,0.9502
5CS6,6.3656215174,7.6656804232,0.9302,0.9402
5CSH,4.1862255696,3.4907639722,0.9376,0.9476
5CT0,5.0557791505,4.4182032216,0.8844,0.8944
5CTP,5.4221629424,6.7439308975,0.9295,0.9395
5CU0,6.5831413628,6.2677485662,0.9033,0.9133
5CU2,6.2375738300,6.4380060008,0.8975,0.9075
5CVF,5.4492240349,7.6719708184,0.9196,0.9296
5CVH,5.3850206365,11.5406898250,0.9301,0.9401
5CX9,6.1164101270,7.2013334071,0.9008,0.9108
5DR2,7.0474338854,9.1024663463,0.9462,0.9562
5DR6,4.3722503104,6.3786172384,0.9127,0.9227
5DR9,7.6091897351,4.3501106615,0.9504,0.9604
5DT4,5.0372689003,3.4304741956,0.9456,0.9556
5EZV,5.0727260688,8.2631970868,0.9218,0.9318
5F4N,5.2939330104,7.4223235976,0.9454,0.9554
5FBN,5.2797595154,6.5461120261,0.8777,0.8877
5FBO,4.6646062417,9.6143917976,0.9374,0.9474
5FP6,4.9336399832,6.5298116822,0.9647,0.9747
5GZ9,8.4607811587,4.5439025845,0.8831,0.8931
5GZA,6.1624487321,5.3913843528,0.9252,0.9352
5HEZ,4.1309486735,3.1496665585,0.9010,0.9110
5HU9,4.1630683207,4.2970472819,0.9101,0.9201
5ISO,6.8694846607,7.3339266479,0.9172,0.9272
5IZJ,4.2412946087,4.9696555514,0.9357,0.9457
5J1W,7.8201261510,5.8367003457,0.9135,0.9235
5KCV,6.8499084766,5.7705483660,0.9195,0.9295
5LVO,6.5059462256,5.2157006615,0.8920,0.9020
5M0L,7.7261682328,5.6483109628,0.9206,0.9306
5MHI,6.3444079126,4.9622645713,0.8888,0.8988
5MMF,6.6295686418,9.4260117165,0.9167,0.9267
5MMR,5.9042804327,3.3231540408,0.9166,0.9266
5MO6,4.8168872422,4.6602049246,0.9170,0.9270
5MO7,7.4290237239,7.1656505451,0.9075,0.9175
5MOD,5.3712647469,5.6626050281,0.9313,0.9413
5MOE,4.6398698187,6.5808949384,0.9210,0.9310
5MOT,9.3058333862,6.3217470713,0.9165,0.9265
5MP8,5.3573355830,4.2409413318,0.9185,0.9285
5MPJ,7.2569998707,7.6185814061,0.9148,0.9248
5N37,5.4401420949,5.6855222891,0.8850,0.8950
5N3G,5.9087726978,6.6050306143,0.9540,0.9640
5N3I,6.2330302146,8.8622848166,0.9121,0.9221
5N3K,3.4147214901,7.9547566353,0.9076,0.9176
5N3N,6.3932836228,9.8615188348,0.9271,0.9371
5N3O,4.7116886477,3.4212253867,0.8792,0.8892
5N3Q,5.1193072344,4.7289163169,0.9131,0.9231
5N3R,4.2164833428,7.6424049112,0.9272,0.9372
5N3T,4.1721334393,4.5267091599,0.9157,0.9257
5N63,4.8149113396,5.7374316254,0.9223,0.9323
5N64,7.4921465675,9.2039335424,0.9121,0.9221
5N65,9.2434354024,7.4733283795,0.9137,0.9237
5N66,6.0559880866,4.7213911509,0.9202,0.9302
5N67,8.0072670027,6.7269041969,0.9241,0.9341
5N68,5.7050600033,7.0567538615,0.8991,0.9091
5NQC,3.7789907996,6.1074307774,0.9266,0.9366
5O1S,6.3270373565,5.8563830608,0.9270,0.9370
5O8U,6.8124740633,6.2217514387,0.9087,0.9187
5O8V,5.4759961287,4.1269252001,0.9096,0.9196
5OBJ,6.5729276518,6.1983912150,0.9234,0.9334
5OBR,7.0328227062,4.7158854092,0.9443,0.9543
5OO0,4.9113214319,6.6263566893,0.9428,0.9528
5OQU,4.2129466307,6.6856624036,0.9044,0.9144
5ORH,5.7673719843,4.8040775595,0.9102,0.9202
5ORJ,5.5804056021,6.5641124982,0.9287,0.9387
5ORK,9.3818237577,7.2002494224,0.9274,0.9374
5ORL,5.4918797018,5.5536807313,0.9459,0.9559
5ORN,7.2580670473,5.5936218903,0.9252,0.9352
5ORO,7.7112529861,6.1233602246,0.9289,0.9389
5ORP,7.2842132076,5.9172074296,0.9277,0.9377
5ORR,7.9187735933,7.9901050249,0.9054,0.9154
5ORS,5.5298899213,3.3173327301,0.9175,0.9275
5ORT,7.3332323871,5.5568927005,0.9158,0.9258
5ORV,10.1101132674,3.6288605173,0.9102,0.9202
5ORW,7.4505894488,5.2650947200,0.9507,0.9607
5ORX,5.2195934342,6.3643857415,0.9316,0.9416
5ORY,7.0950400038,5.9722309040,0.8665,0.8765
5ORZ,8.3566694929,7.5951036587,0.9039,0.9139
5OS0,6.6840345147,6.4515442777,0.9183,0.9283
5OS1,5.2940308706,2.9995170152,0.9201,0.9301
5OS2,8.9632495521,4.4954542931,0.9037,0.9137
5OS3,4.4597824527,8.7677686753,0.9136,0.9236
5OS4,6.9121796015,8.7727259090,0.9123,0.9223
5OS5,6.0697000403,6.0845603344,0.9107,0.9207
5OS6,4.5221381814,4.0237853622,0.9328,0.9428
5OS7,6.6484189568,3.5056920036,0.9088,0.9188
5OS8,4.5526825536,6.3931039875,0.9143,0.9243
5OSD,7.0839670892,5.8398310158,0.9201,0.9301
5OSE,5.4715532196,6.2788014741,0.8982,0.9082
5OSF,3.7874067432,4.4038896116,0.9092,0.9192
5OSJ,5.1303791030,5.3366440147,0.9323,0.9423
5OSL,6.5100101045,7.7152761614,0.9402,0.9502
5OSP,7.1443786471,5.2125698110,0.8732,0.8832
5OSR,6.3523112973,4.1674238380,0.9695,0.9795
5OSU,6.1644070227,5.8617936052,0.9080,0.9180
5OSZ,6.8549551148,6.0148818565,0.9368,0.9468
5OT5,5.7818245274,5.6831376402,0.8935,0.9035
5OT6,6.3251602544,6.7290968937,0.9216,0.9316
5OTD,6.5599136928,5.6936824766,0.9194,0.9294
5OTH,4.6796644936,6.2079360762,0.9160,0.9260
5OTL,6.6278505804,3.8357430653,0.9159,0.9259
5OTO,5.6789221809,4.8462792423,0.9131,0.9231
5OTQ,5.4033145132,7.4300901860,0.9229,0.9329
5OTR,6.5339831853,6.4223975419,0.9203,0.9303
5OTS,5.1597772962,6.1343429355,0.9114,0.9214
5OTZ,6.5301091712,7.0783075953,0.8937,0.9037
5OUE,4.1083155629,7.5580301766,0.9140,0.9240
5OUL,5.3615145805,6.6639194323,0.9208,0.9308
5OUM,4.1048374988,5.1458343266,0.9221,0.9321
5OUU,5.5554921141,3.6476789965,0.9415,0.9515
5OYF,6.3310420744,6.0358522492,0.9369,0.9469
5R8V,4.5779858608,5.3298728464,0.9369,0.9469
5R8W,6.7314518885,5.9284297612,0.9304,0.9404
5R8X,15.0788006516,6.7480339450,0.9474,0.9574
5R93,4.4267873413,6.0484998386,0.9357,0.9457
5R94,6.6319785852,4.1561717260,0.9436,0.9536
5R95,5.6393457514,5.4657214261,0.9276,0.9376
5R96,6.3950698749,4.8933805979,0.9240,0.9340
5R98,3.8754527283,5.9527577631,0.9337,0.9437
5R9A,4.5707977429,6.5508835490,0.9070,0.9170
5R9B,6.8365721245,4.7048202885,0.9165,0.9265
5R9G,6.0361448831,7.1963386043,0.9252,0.9352
5R9H,9.1721849459,8.2977780141,0.9093,0.9193
5R9M,5.1098244797,5.6010228739,0.8721,0.8821
5R9O,6.3670461355,7.1924731863,0.9094,0.9194
5R9S,12.6251125352,4.1382812941,0.9062,0.9162
5R9T,5.0331408964,5.2371238143,0.9383,0.9483
5R9V,4.8620963299,7.6301740340,0.8828,0.8928
5R9X,6.0415453592,3.8563825758,0.9056,0.9156
5R9Z,6.0267818828,5.2834071106,0.9529,0.9629
5RA3,7.5272307054,4.7929184917,0.8737,0.8837
5RA4,6.2952840268,7.9934415849,0.9155,0.9255
5RA5,5.0446538929,7.9872671783,0.9081,0.9181
5S75,6.4251352664,5.1313571558,0.8865,0.8965
5S76,8.3755670381,3.1205910465,0.9032,0.9132
5S77,3.0405402186,7.4181793769,0.8667,0.8767
5S78,5.8817121678,6.5462046504,0.9087,0.9187
5S79,4.8976697141,8.3568941230,0.8939,0.9039
5S7A,5.8366686491,6.5422277023,0.9211,0.9311
5S7B,7.6922971511,3.1213372879,0.9249,0.9349
5S7C,6.3855187764,5.8773495203,0.8950,0.9050
5S7D,6.0332339230,7.3304078400,0.9006,0.9106
5S7E,6.9661541958,6.7022043551,0.9241,0.9341
5S7F,5.5825730331,5.8361180893,0.8906,0.9006
5S7G,6.3949625391,4.6460094975,0.8973,0.9073
5S7H,5.9774495409,6.2237973232,0.9051,0.9151
5S7I,5.0004687004,6.2363114971,0.9389,0.9489
5S7J,5.1993627775,5.3567489627,0.9326,0.9426
5S7K,3.0322631985,8.9574142424,0.9140,0.9240
5S7L,5.7774205577,4.7831765537,0.9334,0.9434
5S7M,6.8001086594,5.5545621192,0.9058,0.9158
5S7N,3.2830519304,6.2712866930,0.9328,0.9428
5S7O,5.7499999466,7.2454016772,0.9398,0.9498
5S7P,6.9625091920,6.4990052409,0.9407,0.9507
5S7Q,9.1139946862,7.7639328714,0.9114,0.9214
5S7R,4.5584560063,6.8289645484,0.9267,0.9367
5S7S,3.5189452246,6.1421012132,0.9549,0.9649
5S7T,6.1373795539,5.7703496300,0.9902,1.0000
5S7U,5.9055974872,5.5625205835,0.9548,0.9648
5S7V,4.1890282704,7.4732090460,0.9044,0.9144
5S7W,5.4531265653,4.3972598816,0.9156,0.9256
5S7X,6.6524128172,4.1104009755,0.9010,0.9110
5S7Y,5.9182633496,7.1934780921,0.9299,0.9399
5S7Z,6.0735058083,3.8333228957,0.9393,0.9493
5S80,5.3154495574,4.7231394272,0.9466,0.9566
5S81,5.2613459296,5.6824775339,0.9192,0.9292
5S82,5.9416303040,5.2646545713,0.9506,0.9606
5S83,6.7242552311,5.5439618072,0.8912,0.9012
5S84,5.2931188212,8.2242161329,0.9239,0.9339
5S85,5.0541167328,10.9862301228,0.9523,0.9623
5S86,6.4986750743,5.6085131565,0.9461,0.9561
5S87,4.4406114457,8.0434767093,0.9305,0.9405
5S88,5.9522172846,8.8273325885,0.9359,0.9459
5S89,3.3781389065,6.0261254903,0.9500,0.9600
5S8A,5.3250422478,4.5656681477,0.9243,0.9343
5UFU,6.7885442953,5.7728322475,0.9273,0.9373
5WP1,5.3897352305,4.4662314279,0.9215,0.9315
5X2A,6.6764560911,10.3379603314,0.8910,0.9010
5Y80,9.0115443941,6.6657861372,0.9363,0.9463
6B1U,6.6591468641,4.6578147797,0.9118,0.9218
6B2E,6.6906487363,9.2610894596,0.9165,0.9265
6C9F,5.0519248719,5.3288569282,0.9262,0.9362
6C9G,6.9809676564,7.1434279804,0.9152,0.9252
6C9H,5.7858397786,6.9489039093,0.9564,0.9664
6C9J,4.9756510991,7.8920044620,0.9519,0.9619
6D1Z,6.0364936916,7.0381041613,0.9342,0.9442
6D20,5.7575929513,5.6981287247,0.9427,0.9527
6DKG,7.3578290205,5.1799314238,0.9042,0.9142
6DKI,6.0302816956,3.8524743760,0.9028,0.9128
6E4T,5.3395240562,5.9342961409,0.9478,0.9578
6E4U,8.7700783192,6.2173085043,0.9046,0.9146
6E4W,7.8029876294,5.4882834388,0.9157,0.9257
6EHU,7.0940998617,4.4334113520,0.9139,0.9239
6EII,5.4881249041,5.2984212015,0.9201,0.9301
6EMH,5.6841495932,4.6357907872,0.8911,0.9011
6EQ9,6.2675841475,5.7577840034,0.9250,0.9350
6FDY,4.2074804932,7.2292893215,0.8705,0.8805
6FVF,6.0355080625,3.2734085446,0.8995,0.9095
6FVG,4.2779290943,6.8319073244,0.9145,0.9245
6G77,4.5104547181,5.7422380115,0.9245,0.9345
6GES,4.4441216774,7.7448608259,0.9429,0.9529
6GIH,6.2775914416,7.2742469042,0.9197,0.9297
6GMD,4.0235439184,5.8677924415,0.9485,0.9585
6HD4,7.3478467848,9.5942972262,0.9534,0.9634
6I2B,10.4660626069,8.4438797692,0.9150,0.9250
6IN0,4.2082822210,7.4659532400,0.9537,0.9637
6M11,5.1323052673,7.6454373604,0.9526,0.9626
6M12,5.3868651087,6.6377589720,0.9309,0.9409
6M13,4.2468920888,4.6805210345,0.9112,0.9212
6NBS,6.8938159648,6.6146622184,0.9479,0.9579
6NPE,5.0508169315,8.1299925851,0.9387,0.9487
6NPU,4.1720277574,8.5367033813,0.9135,0.9235
6NPV,3.9695028966,6.8919593340,0.9130,0.9230
6P7G,5.4651488743,5.2042362882,0.9039,0.9139
6Q3F,6.3230312078,4.7440311982,0.9138,0.9238
6Q49,7.9204340007,5.8331277846,0.9299,0.9399
6Q4D,8.5402845653,5.6272692554,0.9145,0.9245
6Q4K,5.4361157687,7.6044317053,0.8854,0.8954
6Q7T,5.0652790443,5.0569173115,0.9425,0.9525
6QA1,6.8212309386,4.1541026503,0.9205,0.9305
6QA4,5.5652544767,5.9830086565,0.9293,0.9393
6QAG,5.6407690796,9.7212268769,0.9065,0.9165
6QAH,7.9838060494,9.0540678718,0.9155,0.9255
6QAL,9.2985793295,5.1456673003,0.9148,0.9248
6QAQ,6.5140687778,5.6127969636,0.9491,0.9591
6QAS,5.8084669217,6.5098597020,0.8959,0.9059
6QDZ,7.0304344627,5.0924422661,0.9382,0.9482
6QE1,3.8018485548,5.6535047103,0.9188,0.9288
6R49,6.0673494567,5.6108315138,0.9345,0.9445
6R4A,4.6756016871,4.6229782237,0.9080,0.9180
6R4B,11.0756327122,5.1496238421,0.8871,0.8971
6R4C,7.2970457397,5.3243149426,0.9387,0.9487
6R4D,6.3140169745,6.3742022896,0.9128,0.9228
6S9X,5.8056503843,4.4714983590,0.9298,0.9398
6SNX,3.2502047634,6.1706661011,0.9344,0.9444
6SO1,7.2840186478,4.7017018540,0.8856,0.8956
6SO2,9.1585629091,4.9096354598,0.9102,0.9202
6SO4,5.0799837967,4.5376196428,0.9162,0.9262
6SOD,7.2296557488,16.3859130198,0.9318,0.9418
6SOI,7.3013494385,8.2289559742,0.9324,0.9424
6SOV,4.1394772748,8.4126698952,0.9360,0.9460
6SP9,7.7013569289,7.3648307173,0.9160,0.9260
6SRH,8.5509545465,5.6668252442,0.9476,0.9576
6SZM,6.4526677413,6.1124909885,0.9213,0.9313
6T8X,4.1460413128,6.9734828864,0.8981,0.9081
6TIA,5.4897902085,5.4947757228,0.9269,0.9369
6TLL,3.6229068992,5.7784726182,0.9283,0.9383
6TLO,5.9357902454,8.7240923898,0.8948,0.9048
6TLS,4.7798789346,6.3040340362,0.9158,0.9258
6TLV,6.6016470131,9.3833588160,0.9214,0.9314
6TPA,4.5472345591,5.9435000603,0.9303,0.9403
6UNP,7.9246580063,6.3760673574,0.9168,0.9268
6VPL,5.0675024059,4.6020777039,0.9277,0.9377
6VPM,5.2539780442,5.4112844697,0.9434,0.9534
6X3N,8.2104799246,5.5106479800,0.8979,0.9079
6X3O,5.5214938785,7.0801774151,0.9072,0.9172
6X3P,4.4580366626,6.1157904041,0.9237,0.9337
6Y7W,8.1446897359,6.0219428242,0.9029,0.9129
6Y7X,7.3196820430,4.9451078413,0.9238,0.9338
6Y7Y,5.6168626766,9.0724820874,0.9355,0.9455
6Y7Z,6.4773089955,8.6924347758,0.9400,0.9500
6Y80,4.7116515952,6.4881885403,0.9427,0.9527
6Y81,4.7290924690,5.8357340249,0.8911,0.9011
6Y82,4.9569998513,6.3993929241,0.8806,0.8906
6Y85,6.6576349002,9.1810358493,0.9303,0.9403
6YA8,6.5624979311,12.1293779048,0.9049,0.9149
6YAT,5.0590031619,6.0253476756,0.9050,0.9150
6YCU,7.3288628479,5.3990234321,0.8986,0.9086
6YCW,7.4157052270,3.8181017791,0.9073,0.9173
6YG2,6.3636508991,12.0913906832,0.9309,0.9409
6YOT,7.9009157326,4.5574128938,0.8909,0.9009
6YPN,5.6723686398,7.4725111400,0.8926,0.9026
6YTG,5.9247863002,6.8078653816,0.9399,0.9499
6YZ4,6.8597038478,8.3867689647,0.9322,0.9422
6Z36,6.0426516642,4.8440016298,0.8857,0.8957
6ZN0,7.4329540391,4.0053615243,0.8825,0.8925
7AT5,4.4563001868,6.2356864388,0.9264,0.9364
7AT9,5.0131256845,8.0085073171,0.9599,0.9699
7C2W,4.3195790191,5.3628007231,0.9316,0.9416
7DSY,7.9661618076,5.7680062002,0.9101,0.9201
7DTS,4.1292413695,5.9573254167,0.9259,0.9359
7ELW,5.0120691777,4.1917582308,0.9396,0.9496
7O7K,4.8252383541,7.4483127963,0.8996,0.9096
7QGB,6.3820521585,7.3213139689,0.9397,0.9497
7QGD,6.0576464885,3.9737282913,0.9257,0.9357
7RJ8,4.8045217841,6.9828094424,0.9394,0.9494
7T4T,4.8566007228,5.4696231527,0.9094,0.9194
7T4U,4.8892593137,5.9272537011,0.9457,0.9557
7T4V,6.6380407904,8.1858201411,0.9013,0.9113
7T6F,4.3407641555,6.2965216859,0.9421,0.9521
7UG1,5.2975292093,6.1797070703,0.9087,0.9187
7UP6,6.3234678143,7.1037646361,0.9308,0.9408
7W5O,4.3499404079,4.8773144149,0.8902,0.9002
7X4H,5.3358751324,5.0735488932,0.9193,0.9293
7X4U,7.8529982316,6.6150178142,0.9082,0.9182
7XC1,8.0292836271,10.5159786247,0.9507,0.9607
7ZH8,5.7802544657,6.2694118114,0.9027,0.9127
7ZY0,5.5525016755,3.7812890221,0.9221,0.9321
7ZY2,6.6324700273,5.0637992215,0.9420,0.9520
7ZY5,5.5592878968,6.6731687841,0.8890,0.8990
7ZY8,5.2324032501,8.3641609412,0.9568,0.9668
7ZYD,6.0806548489,7.9917434624,0.9222,0.9322
7ZYK,7.0781155749,7.3593190701,0.9423,0.9523
7ZYO,6.8753469623,5.3935199086,0.9131,0.9231
7ZYR,6.3363500427,6.2500196092,0.9350,0.9450
8AE7,7.0040341475,5.9506676377,0.9178,0.9278
8AEC,4.0858450743,8.5515509337,0.9139,0.9239
8AEK,4.9161279704,5.1049389335,0.9176,0.9276
8AEM,6.3488267615,5.2373330430,0.9029,0.9129
8AOA,4.8319918926,8.7409947193,0.9293,0.9393
8AOD,4.3576460808,6.9450747814,0.9276,0.9376
8AOG,4.5063667739,5.3714614372,0.9336,0.9436
8AOH,4.8447076430,6.2645365786,0.9451,0.9551
8AOI,5.8285989792,6.2407282462,0.9407,0.9507
8BZP,4.7199129973,6.3027353299,0.9291,0.9391
8C14,9.3132782246,6.5904050078,0.9242,0.9342
8C15,5.8734061652,5.7418542344,0.9397,0.9497
8C1D,8.3817118228,5.2965809522,0.9191,0.9291
8C1E,6.5503697659,3.9014378800,0.8852,0.8952
8C1F,4.6062254115,5.3895841579,0.9067,0.9167
8C1G,5.7167947382,8.0080306913,0.9019,0.9119
8C1H,4.7679166347,6.3644856813,0.9117,0.9217
8C1I,7.3846955068,5.1061324454,0.9181,0.9281
8C1K,4.5683916508,5.6578610216,0.9231,0.9331
8C1M,8.4823027997,4.8520090117,0.9317,0.9417
8CGC,7.0420672747,6.4669205511,0.9003,0.9103
8DQT,3.6767588290,9.9408090262,0.9122,0.9222
8E4T,7.4145616877,9.4568743816,0.9347,0.9447
8EJB,8.9861786101,8.1219650544,0.9333,0.9433
8EWY,5.0017969483,7.3166117721,0.9460,0.9560
8FLL,3.8874176979,4.4096231701,0.9657,0.9757
8FLN,6.4910714789,6.0350062960,0.9081,0.9181
8HOA,4.0236639973,5.3789643892,0.8911,0.9011
8HV1,6.8758145561,7.4131214425,0.9142,0.9242
8HV3,3.8983419234,6.2650726942,0.8943,0.9043
8HV4,3.1555674289,5.2131570122,0.9336,0.9436
8HV5,6.7289278096,6.7441287730,0.9187,0.9287
8HV6,10.7974969414,12.5128306667,0.8907,0.9007
8HV7,5.2519558944,4.7994843938,0.9240,0.9340
8HV8,7.5007487143,8.0060704325,0.9402,0.9502
8HV9,6.2653856550,6.9934968410,0.9087,0.9187
8QBU,5.6212528344,5.8803287444,0.9125,0.9225
8SSN,7.1087642473,4.9847443674,0.9053,0.9153
8SSP,4.4753791815,6.3687016150,0.8931,0.9031
8SWE,7.0177192236,7.3092611515,0.9153,0.9253
8UDT,6.6436699443,7.1911749896,0.8991,0.9091
8YHW,4.2688983192,6.5310703693,0.9229,0.9329
