id,pose rmsd,pocket rmsd,qs score,lddt-pli
2HZ4C_seed_1_sample_1,4.4978974162,2.5533080896,0.7670,0.7770
2HZ4C_seed_1_sample_2,3.8650331938,4.1263374840,0.7985,0.8085
2HZ4C_seed_1_sample_3,5.1668426989,2.4264333239,0.7976,0.8076
2HZ4C_seed_1_sample_4,5.0391407984,3.0531601505,0.7411,0.7511
2QLQA_base,6.2342129980,2.9013722102,0.7876,0.7976
2QLQA_seed_1_sample_0,3.4356425268,4.1984155237,0.7930,0.8030
2QLQA_seed_1_sample_1,4.0146329487,3.6983187727,0.8010,0.8110
2QLQA_seed_1_sample_2,3.8412868038,3.9131965750,0.7735,0.7835
2QLQA_seed_1_sample_3,3.0705154430,3.7321813420,0.7632,0.7732
2QLQA_seed_1_sample_4,4.8888533860,2.9429378945,0.7708,0.7808
2RG6A_base,5.4048689727,3.9858870753,0.8007,0.8107
2RG6A_seed_1_sample_0,3.9379159943,4.9629781171,0.7727,0.7827
2RG6A_seed_1_sample_1,6.6976781692,3.4545703192,0.7745,0.7845
2RG6A_seed_1_sample_2,5.8172651160,4.0848683961,0.8126,0.8226
2RG6A_seed_1_sample_3,5.5411013216,3.3784434885,0.7741,0.7841
2RG6A_seed_1_sample_4,5.2371419946,4.5087941810,0.7718,0.7818
2VO0A_base,6.0150613382,4.1187513965,0.7879,0.7979
2VO0A_seed_1_sample_0,3.3951712308,4.3398759424,0.7937,0.8037
2VO0A_seed_1_sample_1,5.5225050478,3.8037850782,0.8105,0.8205
2VO0A_seed_1_sample_2,5.5071286114,5.2534860503,0.7722,0.7822
2VO0A_seed_1_sample_3,3.0447521786,3.1854808490,0.7584,0.7684
2VO0A_seed_1_sample_4,5.1660412591,3.2070431514,0.7873,0.7973
2VO7A_base,4.4492868243,3.0069488676,0.8026,0.8126
2VO7A_seed_1_sample_0,5.7588040896,4.0618217131,0.7602,0.7702
2VO7A_seed_1_sample_1,4.2443284480,2.9840780185,0.7800,0.7900
2VO7A_seed_1_sample_2,4.7151887231,2.9676124368,0.7959,0.8059
2VO7A_seed_1_sample_3,5.1606473917,4.1818745490,0.7944,0.8044
2VO7A_seed_1_sample_4,3.8048772614,4.6618615299,0.7914,0.8014
2VWBA_base,5.5013764130,4.0248142770,0.7846,0.7946
2VWBA_seed_1_sample_0,4.6140609002,1.7826749309,0.7738,0.7838
2VWBA_seed_1_sample_1,5.3573519387,2.7469268642,0.7712,0.7812
2VWBA_seed_1_sample_2,4.1573995857,2.6658381877,0.8129,0.8229
2VWBA_seed_1_sample_3,6.2145886841,2.5779979269,0.7674,0.7774
2VWBA_seed_1_sample_4,5.5104685200,3.1485718946,0.8143,0.8243
2VWBB_base,4.5305479825,5.4919133139,0.7635,0.7735
2VWBB_seed_1_sample_0,5.5474504569,3.2285762702,0.8478,0.8578
2VWBB_seed_1_sample_1,6.4901649482,2.9009244200,0.7550,0.7650
2VWBB_seed_1_sample_2,7.4123166900,4.1520267209,0.8218,0.8318
2VWBB_seed_1_sample_3,3.1961758976,3.5472896310,0.7718,0.7818
2VWBB_seed_1_sample_4,5.9069646785,3.5932647037,0.7875,0.7975
2XYNB_base,5.3207607057,2.9365116617,0.7885,0.7985
2XYNB_seed_1_sample_0,4.6268854870,3.4851628729,0.7767,0.7867
2XYNB_seed_1_sample_1,3.6828353168,3.8865628863,0.8343,0.8443
2XYNB_seed_1_sample_2,6.4860019541,2.1620660107,0.7917,0.8017
2XYNB_seed_1_sample_3,3.4553185664,2.3310873034,0.7634,0.7734
2XYNB_seed_1_sample_4,5.4580169195,4.5723670964,0.8027,0.8127
2XYNC_base,6.5588557202,4.3044184387,0.8040,0.8140
2XYNC_seed_1_sample_0,3.1753943641,3.0716863667,0.7668,0.7768
2XYNC_seed_1_sample_1,4.3917144918,2.7015884618,0.8005,0.8105
2XYNC_seed_1_sample_2,3.4145474004,3.3284417079,0.7912,0.8012
2XYNC_seed_1_sample_3,5.0347440102,2.5869454653,0.8062,0.8162
2XYNC_seed_1_sample_4,6.9167287818,3.2022915012,0.8040,0.8140
2YA9A_base,7.8556904172,5.2680801659,0.7896,0.7996
2YA9A_seed_1_sample_0,3.0368492441,3.6035117503,0.7816,0.7916
2YA9A_seed_1_sample_1,4.1025630165,4.6667504968,0.8080,0.8180
2YA9A_seed_1_sample_2,5.6476268430,3.2977346502,0.7960,0.8060
2YA9A_seed_1_sample_3,7.0300394595,3.8238003564,0.7600,0.7700
2YA9A_seed_1_sample_4,5.2627400695,4.9300469855,0.7789,0.7889
2YA9B_base,3.9306749589,2.4965418293,0.7801,0.7901
2YA9B_seed_1_sample_0,5.1019970076,3.1963879180,0.7845,0.7945
2YA9B_seed_1_sample_1,4.7171007149,3.3523656814,0.8354,0.8454
2YA9B_seed_1_sample_2,4.5015148578,3.7411243333,0.7822,0.7922
2YA9B_seed_1_sample_3,3.9421701894,5.1413082786,0.7993,0.8093
2YA9B_seed_1_sample_4,5.2182604268,4.1382485642,0.8229,0.8329
2YISA_base,5.1157246575,2.3976144064,0.7998,0.8098
2YISA_seed_1_sample_0,4.6278996409,3.2581119951,0.7984,0.8084
2YISA_seed_1_sample_1,4.4813626847,2.7884337030,0.8157,0.8257
2YISA_seed_1_sample_2,3.4353541238,2.7707807448,0.7937,0.8037
2YISA_seed_1_sample_3,4.1946304330,5.7840135299,0.7935,0.8035
2YISA_seed_1_sample_4,6.4042483423,2.6728577660,0.8035,0.8135
2YIWA_base,4.5163745965,3.6987306345,0.7980,0.8080
2YIWA_seed_1_sample_0,3.3049615078,2.9156355902,0.7762,0.7862
2YIWA_seed_1_sample_1,6.6124871741,4.3238064210,0.7665,0.7765
2YIWA_seed_1_sample_2,5.4081956065,3.8088096212,0.7875,0.7975
2YIWA_seed_1_sample_3,8.0234693286,3.5993303880,0.8177,0.8277
2YIWA_seed_1_sample_4,4.8113475372,3.4207133469,0.7852,0.7952
3A2CA_base,4.2207085257,4.6335352258,0.8127,0.8227
3A2CA_seed_1_sample_0,3.2984015789,2.7620300204,0.7980,0.8080
3A2CA_seed_1_sample_1,6.5949799654,2.9071008525,0.7836,0.7936
3A2CA_seed_1_sample_2,9.0045232467,2.6372570571,0.7371,0.7471
3A2CA_seed_1_sample_3,3.8578707862,4.8672422244,0.7942,0.8042
3A2CA_seed_1_sample_4,4.0292378773,3.2397601537,0.7842,0.7942
3A2CB_base,5.4980657879,2.6899986792,0.7578,0.7678
3A2CB_seed_1_sample_0,3.8488053327,3.1396852160,0.8001,0.8101
3A2CB_seed_1_sample_1,4.4269442658,6.5130162904,0.7893,0.7993
3A2CB_seed_1_sample_2,4.3400667620,3.3940457848,0.7973,0.8073
3A2CB_seed_1_sample_3,4.9695976327,4.3119750384,0.7777,0.7877
3A2CB_seed_1_sample_4,6.2279907370,3.9164528225,0.7938,0.8038
3A2CC_base,4.7629444228,3.4756971402,0.7803,0.7903
3A2CC_seed_1_sample_0,5.9600369442,2.9320875902,0.8111,0.8211
3A2CC_seed_1_sample_1,4.2647217215,3.2069395951,0.7923,0.8023
3A2CC_seed_1_sample_2,5.1412631059,3.1908195356,0.7617,0.7717
3A2CC_seed_1_sample_3,2.7753941091,2.0068610838,0.7941,0.8041
3A2CC_seed_1_sample_4,3.2965027675,6.6620279595,0.7911,0.8011
3PYYA_base,5.7795597327,4.3933848208,0.7857,0.7957
3PYYA_seed_1_sample_0,4.0870024582,3.5893191115,0.7628,0.7728
3PYYA_seed_1_sample_1,5.4757425204,3.3136609676,0.8110,0.8210
3PYYA_seed_1_sample_2,5.4245514800,2.8618830002,0.7751,0.7851
3PYYA_seed_1_sample_3,6.5924092292,4.4206923503,0.8214,0.8314
3PYYA_seed_1_sample_4,5.8026454215,3.3273523543,0.7766,0.7866
3PYYB_base,6.1079853774,3.9302735736,0.7904,0.8004
3PYYB_seed_1_sample_0,4.6063294409,2.4645693917,0.7889,0.7989
3PYYB_seed_1_sample_1,3.9779947539,3.8324720141,0.7928,0.8028
3PYYB_seed_1_sample_2,3.9450414506,5.7486565575,0.8426,0.8526
3PYYB_seed_1_sample_3,4.1926717116,3.2429508748,0.7798,0.7898
3PYYB_seed_1_sample_4,3.5711650150,4.2583409346,0.8312,0.8412
3Q6UA_base,4.1308709159,3.5174078236,0.8022,0.8122
3Q6UA_seed_1_sample_0,4.6283798984,4.5960099751,0.7759,0.7859
3Q6UA_seed_1_sample_1,5.0442659619,4.5528209171,0.8149,0.8249
3Q6UA_seed_1_sample_2,4.3519606090,3.5406222484,0.8066,0.8166
3Q6UA_seed_1_sample_3,2.9283187100,3.0313089950,0.8089,0.8189
3Q6UA_seed_1_sample_4,4.6519124619,3.7455910776,0.7631,0.7731
3ROCA_base,5.0112510904,3.5230713531,0.7998,0.8098
3ROCA_seed_1_sample_0,6.2119077473,2.9874347287,0.7817,0.7917
3ROCA_seed_1_sample_1,5.4729355150,3.9079408841,0.7869,0.7969
3ROCA_seed_1_sample_2,4.0327921783,3.8844119602,0.7871,0.7971
3ROCA_seed_1_sample_3,3.9527242146,2.7916539787,0.7906,0.8006
3ROCA_seed_1_sample_4,7.8302820917,3.3906407686,0.8216,0.8316
3TKUA_base,5.7230887122,7.2367757746,0.7973,0.8073
3TKUA_seed_1_sample_0,7.4873064360,4.2763486106,0.7529,0.7629
3TKUA_seed_1_sample_1,8.0664242195,3.5727504131,0.8147,0.8247
3TKUA_seed_1_sample_2,3.8606217250,6.5316623932,0.7915,0.8015
3TKUA_seed_1_sample_3,5.2156643964,3.1112982899,0.7924,0.8024
3TKUA_seed_1_sample_4,5.3115883085,1.8770048950,0.7533,0.7633
3TKUB_base,5.4480198469,2.1644266951,0.7978,0.8078
3TKUB_seed_1_sample_0,5.4239520601,2.3845564730,0.7798,0.7898
3TKUB_seed_1_sample_1,4.9821564282,3.7206733459,0.8089,0.8189
3TKUB_seed_1_sample_2,4.9474953907,4.4503376474,0.7989,0.8089
3TKUB_seed_1_sample_3,3.2534766744,2.0265672172,0.8063,0.8163
3TKUB_seed_1_sample_4,4.5448687985,4.6098799964,0.7823,0.7923
3UTOB_base,3.9292329572,2.5649943738,0.7532,0.7632
3UTOB_seed_1_sample_0,4.8884289913,3.7173074682,0.8091,0.8191
3UTOB_seed_1_sample_1,4.2142118659,3.9152171570,0.7982,0.8082
3UTOB_seed_1_sample_2,5.5288472703,3.8844187305,0.7832,0.7932
3UTOB_seed_1_sample_3,5.8131237862,3.4930583320,0.7786,0.7886
3UTOB_seed_1_sample_4,5.1167641999,3.6387483906,0.7721,0.7821
3W8LB_base,5.1263360918,2.6219959948,0.7545,0.7645
3W8LB_seed_1_sample_0,4.8480949164,3.7376053212,0.7662,0.7762
3W8LB_seed_1_sample_1,4.2350692617,4.4540063142,0.7884,0.7984
3W8LB_seed_1_sample_2,4.5458914170,4.3949078020,0.8220,0.8320
3W8LB_seed_1_sample_3,4.1847109773,6.6999771910,0.7988,0.8088
3W8LB_seed_1_sample_4,5.2192094253,4.5708493032,0.8219,0.8319
3ZOSA_base,4.7534825069,4.1807795915,0.7696,0.7796
3ZOSA_seed_1_sample_0,5.4776268766,5.2844367753,0.8149,0.8249
3ZOSA_seed_1_sample_1,3.3980001857,3.7031185090,0.7815,0.7915
3ZOSA_seed_1_sample_2,5.9138312551,2.5254558734,0.8191,0.8291
3ZOSA_seed_1_sample_3,3.9144510269,1.9915752947,0.8143,0.8243
3ZOSA_seed_1_sample_4,3.9423563749,4.7972058047,0.7905,0.8005
4A06A_base,4.5086077798,4.0184599513,0.7925,0.8025
4A06A_seed_1_sample_0,4.1144411170,4.3090399673,0.8141,0.8241
4A06A_seed_1_sample_1,5.0943417074,3.2080785367,0.7739,0.7839
4A06A_seed_1_sample_2,4.1033674328,3.8003692928,0.7465,0.7565
4A06A_seed_1_sample_3,3.6254548930,5.5816604068,0.8061,0.8161
4A06A_seed_1_sample_4,3.8339609282,3.7908847903,0.8333,0.8433
4A07A_base,6.5754629558,2.6379740737,0.7519,0.7619
4A07A_seed_1_sample_0,4.7894411667,3.1299857956,0.7940,0.8040
4A07A_seed_1_sample_1,3.5376638664,4.9291598080,0.7661,0.7761
4A07A_seed_1_sample_2,4.7466708878,2.6548831149,0.7840,0.7940
4A07A_seed_1_sample_3,3.2102940976,1.8285687011,0.7698,0.7798
4A07A_seed_1_sample_4,7.4093357676,1.9648228691,0.8073,0.8173
4AW0A_base,3.2356492901,2.4946692509,0.7789,0.7889
4AW0A_seed_1_sample_0,5.3389944605,4.2577432970,0.7859,0.7959
4AW0A_seed_1_sample_1,5.4262895263,3.5644390617,0.7681,0.7781
4AW0A_seed_1_sample_2,3.2964535782,2.8851347717,0.8044,0.8144
4AW0A_seed_1_sample_3,5.1060100414,2.5284507488,0.7796,0.7896
4AW0A_seed_1_sample_4,6.0777962163,3.3885210856,0.7822,0.7922
4AW1A_base,5.3240962413,3.3501059997,0.7883,0.7983
4AW1A_seed_1_sample_0,5.0561393831,3.0280206623,0.7607,0.7707
4AW1A_seed_1_sample_1,6.0051853810,3.2791274274,0.7894,0.7994
4AW1A_seed_1_sample_2,4.9311651211,2.8808789858,0.7575,0.7675
4AW1A_seed_1_sample_3,5.1523631722,5.4722856465,0.7854,0.7954
4AW1A_seed_1_sample_4,4.5890419150,1.9292967416,0.7854,0.7954
4AW2A_base,5.5472404467,3.5946193748,0.7818,0.7918
4AW2A_seed_1_sample_0,3.7434330530,2.7055074768,0.7858,0.7958
4AW2A_seed_1_sample_1,5.7735663270,4.1600205115,0.7763,0.7863
4AW2A_seed_1_sample_2,4.1746218208,3.2874570933,0.8000,0.8100
4AW2A_seed_1_sample_3,3.6063126096,3.8205571284,0.7897,0.7997
4AW2A_seed_1_sample_4,5.1896247639,3.9820228990,0.7803,0.7903
4CFEA_base,7.2325237647,3.6701130114,0.7852,0.7952
4CFEA_seed_1_sample_0,6.0241037233,4.4667050464,0.7762,0.7862
4CFEA_seed_1_sample_1,4.1638357257,2.4621167728,0.7872,0.7972
4CFEA_seed_1_sample_2,5.6398872479,4.4229886084,0.7835,0.7935
4CFEA_seed_1_sample_3,4.2282867014,3.3007683770,0.7538,0.7638
4CFEA_seed_1_sample_4,4.5921314835,3.8345496241,0.8227,0.8327
4CFEC_base,4.8439537565,5.1449941838,0.7809,0.7909
4CFEC_seed_1_sample_0,2.6539380714,4.6181426692,0.7763,0.7863
4CFEC_seed_1_sample_1,4.9691701152,5.7251426170,0.7958,0.8058
4CFEC_seed_1_sample_2,3.6617708112,1.9862390718,0.7480,0.7580
4CFEC_seed_1_sample_3,3.9788765375,2.7453826992,0.7818,0.7918
4CFEC_seed_1_sample_4,3.2764206232,4.4367974101,0.7959,0.8059
4CFFC_base,3.2420621755,2.6279954357,0.7845,0.7945
4CFFC_seed_1_sample_0,3.7416738157,3.3309005133,0.7910,0.8010
4CFFC_seed_1_sample_1,5.8226092128,5.3433877429,0.7809,0.7909
4CFFC_seed_1_sample_2,7.1840227134,4.3386615103,0.7824,0.7924
4CFFC_seed_1_sample_3,4.7069864321,2.7410024956,0.7890,0.7990
4CFFC_seed_1_sample_4,6.2232786946,3.9053308542,0.7928,0.8028
4CNHB_base,4.4342300547,4.0968403094,0.7679,0.7779
4CNHB_seed_1_sample_0,2.9369039540,3.5456978375,0.7953,0.8053
4CNHB_seed_1_sample_1,4.9176378814,3.3999621867,0.7957,0.8057
4CNHB_seed_1_sample_2,5.2949906942,3.6120672873,0.7774,0.7874
4CNHB_seed_1_sample_3,4.2554266068,2.3959084531,0.7783,0.7883
4CNHB_seed_1_sample_4,5.1084969109,3.5985068657,0.7921,0.8021
4CT1A_base,5.4656782271,2.7378231271,0.8130,0.8230
4CT1A_seed_1_sample_0,3.8171240168,3.8469616816,0.8115,0.8215
4CT1A_seed_1_sample_1,3.2744195980,3.8813969793,0.7731,0.7831
4CT1A_seed_1_sample_2,4.4818486861,2.7890264104,0.7789,0.7889
4CT1A_seed_1_sample_3,4.4932848232,4.0635569305,0.7785,0.7885
4CT1A_seed_1_sample_4,4.3370021142,3.8108185272,0.7974,0.8074
4CZTC_base,6.0627339427,3.4499744445,0.7865,0.7965
4CZTC_seed_1_sample_0,7.2917702789,4.1801309584,0.7961,0.8061
4CZTC_seed_1_sample_1,4.2681795494,3.2242221300,0.8146,0.8246
4CZTC_seed_1_sample_2,5.6410534591,3.2473893601,0.7940,0.8040
4CZTC_seed_1_sample_3,5.9929389470,3.5549373506,0.7976,0.8076
4CZTC_seed_1_sample_4,5.6612134568,3.4352345108,0.7964,0.8064
4CZTD_base,6.1547289887,4.6386928497,0.7741,0.7841
4CZTD_seed_1_sample_0,4.2975202199,1.9259215615,0.7862,0.7962
4CZTD_seed_1_sample_1,5.6990571318,3.2260952566,0.7846,0.7946
4CZTD_seed_1_sample_2,7.8575090367,2.1067613627,0.7790,0.7890
4CZTD_seed_1_sample_3,5.7907715924,3.0566856890,0.8193,0.8293
4CZTD_seed_1_sample_4,4.0567239482,3.6948795457,0.8003,0.8103
4CZUB_base,5.5139281347,3.4672242532,0.7353,0.7453
4CZUB_seed_1_sample_0,6.4944257284,4.4093349020,0.7727,0.7827
4CZUB_seed_1_sample_1,5.1944758657,3.7454726245,0.7870,0.7970
4CZUB_seed_1_sample_2,4.1144245478,1.7413701661,0.7889,0.7989
4CZUB_seed_1_sample_3,6.9665442721,2.6098823837,0.7724,0.7824
4CZUB_seed_1_sample_4,3.4656749144,5.0901460245,0.7824,0.7924
4CZUC_base,5.3720276057,5.0930201124,0.7810,0.7910
4CZUC_seed_1_sample_0,4.7176239017,3.5324004890,0.7795,0.7895
4CZUC_seed_1_sample_1,3.5146246154,2.3360091222,0.8015,0.8115
4CZUC_seed_1_sample_2,6.4250960282,5.9215125396,0.7879,0.7979
4CZUC_seed_1_sample_3,5.1671488372,2.0352772871,0.7775,0.7875
4CZUC_seed_1_sample_4,3.5383114136,3.7115578226,0.7830,0.7930
4CZUD_base,5.5056852762,3.3903142761,0.7888,0.7988
4CZUD_seed_1_sample_0,4.2522533761,3.6451894308,0.7669,0.7769
4CZUD_seed_1_sample_1,2.9436550699,2.5566851496,0.7779,0.7879
4CZUD_seed_1_sample_2,3.9873341487,3.0982275930,0.8010,0.8110
4CZUD_seed_1_sample_3,5.0593449463,4.4791272725,0.8089,0.8189
4CZUD_seed_1_sample_4,5.5526477017,3.0261567917,0.7420,0.7520
4D1ZA_base,4.9369137158,2.4194311138,0.8382,0.8482
4D1ZA_seed_1_sample_0,4.7905269155,3.4030630474,0.7768,0.7868
4D1ZA_seed_1_sample_1,5.3273112638,3.4919422646,0.8055,0.8155
4D1ZA_seed_1_sample_2,4.4933796755,3.2993800170,0.7622,0.7722
4D1ZA_seed_1_sample_3,6.3571985883,2.7997912500,0.8036,0.8136
4D1ZA_seed_1_sample_4,4.9160706737,3.9065778517,0.7903,0.8003
4DLIA_base,5.0979043520,3.3055038454,0.7882,0.7982
4DLIA_seed_1_sample_0,5.4224562946,2.5412762521,0.7838,0.7938
4DLIA_seed_1_sample_1,3.6366282438,3.6040279979,0.7847,0.7947
4DLIA_seed_1_sample_2,3.9671281170,3.3860448901,0.8045,0.8145
4DLIA_seed_1_sample_3,6.9413337171,3.5382233939,0.7747,0.7847
4DLIA_seed_1_sample_4,5.1509250937,2.2268661669,0.7847,0.7947
4DLJA_base,4.4136196546,2.8135407989,0.7819,0.7919
4DLJA_seed_1_sample_0,5.1588827669,3.8272282791,0.7571,0.7671
4DLJA_seed_1_sample_1,4.1994081430,4.3135667565,0.7916,0.8016
4DLJA_seed_1_sample_2,5.0783719501,3.7285259049,0.7890,0.7990
4DLJA_seed_1_sample_3,4.0103615207,3.5612906801,0.7802,0.7902
4DLJA_seed_1_sample_4,5.0751387281,4.1093286523,0.7624,0.7724
4E6AA_base,3.1928805968,4.3878153431,0.7828,0.7928
4E6AA_seed_1_sample_0,6.6066657680,5.3447688370,0.7865,0.7965
4E6AA_seed_1_sample_1,4.1666388834,3.8687494226,0.7896,0.7996
4E6AA_seed_1_sample_2,3.1900572283,2.9874380870,0.7908,0.8008
4E6AA_seed_1_sample_3,4.4789503950,3.8853498651,0.7658,0.7758
4E6AA_seed_1_sample_4,4.3171700523,2.1176618116,0.8102,0.8202
4E6CA_base,4.9206899797,3.5041499996,0.8056,0.8156
4E6CA_seed_1_sample_0,3.5574233460,3.0942593866,0.8056,0.8156
4E6CA_seed_1_sample_1,5.2315916143,3.4417936282,0.7991,0.8091
4E6CA_seed_1_sample_2,11.7193471408,3.9176090034,0.8161,0.8261
4E6CA_seed_1_sample_3,3.4407250709,3.5114848943,0.8044,0.8144
4E6CA_seed_1_sample_4,5.1540254479,2.4129036384,0.8123,0.8223
4E8AA_base,4.3827195888,3.1731469761,0.7963,0.8063
4E8AA_seed_1_sample_0,4.9704045217,2.8408946328,0.7927,0.8027
4E8AA_seed_1_sample_1,3.0113753350,3.4559152807,0.8025,0.8125
4E8AA_seed_1_sample_2,3.5523054271,3.8031530648,0.7757,0.7857
4E8AA_seed_1_sample_3,5.3135706050,2.7314213975,0.7853,0.7953
4E8AA_seed_1_sample_4,4.6914638296,4.1778406419,0.7939,0.8039
4EH2A_base,7.1289125192,4.8172922879,0.7780,0.7880
4EH2A_seed_1_sample_0,3.9715236330,3.2516735067,0.7409,0.7509
4EH2A_seed_1_sample_1,4.9479534052,4.1755946553,0.7781,0.7881
4EH2A_seed_1_sample_2,9.8122295303,2.4025098708,0.7749,0.7849
4EH2A_seed_1_sample_3,3.9116481100,3.0404539628,0.8070,0.8170
4EH2A_seed_1_sample_4,3.7787406110,4.4297018421,0.7516,0.7616
4EH3A_base,4.6953217214,2.2388430939,0.7744,0.7844
4EH3A_seed_1_sample_0,4.6842625004,3.0672924919,0.8216,0.8316
4EH3A_seed_1_sample_1,5.8497034978,2.7825347751,0.7425,0.7525
4EH3A_seed_1_sample_2,4.8926942543,4.6406087255,0.7842,0.7942
4EH3A_seed_1_sample_3,3.9202848922,4.6370455334,0.7768,0.7868
4EH3A_seed_1_sample_4,4.9938369583,2.9790319504,0.7553,0.7653
4EH4A_base,9.1613939398,3.5910708535,0.7898,0.7998
4EH4A_seed_1_sample_0,6.5096948059,1.8116573022,0.7719,0.7819
4EH4A_seed_1_sample_1,2.3627043557,4.3066437265,0.7355,0.7455
4EH4A_seed_1_sample_2,4.5715162233,3.8004297934,0.7774,0.7874
4EH4A_seed_1_sample_3,3.8059914610,4.8516071630,0.7626,0.7726
4EH4A_seed_1_sample_4,5.5340215994,1.9164750009,0.8112,0.8212
4EH5A_base,4.5359442947,3.7981107957,0.7899,0.7999
4EH5A_seed_1_sample_0,7.6792592662,3.1875985009,0.7674,0.7774
4EH5A_seed_1_sample_1,5.9784303289,1.8121159618,0.7937,0.8037
4EH5A_seed_1_sample_2,5.9177119480,2.9278551018,0.8277,0.8377
4EH5A_seed_1_sample_3,4.9629083055,3.4121232036,0.7638,0.7738
4EH5A_seed_1_sample_4,4.6892597889,4.2556875848,0.7694,0.7794
4EH6A_base,5.1572017610,3.6562614154,0.7875,0.7975
4EH6A_seed_1_sample_0,6.5480618406,3.0596350321,0.7905,0.8005
4EH6A_seed_1_sample_1,5.4137748206,3.8909965788,0.7928,0.8028
4EH6A_seed_1_sample_2,4.3386620377,3.3881679193,0.7594,0.7694
4EH6A_seed_1_sample_3,6.5150854112,2.9587413836,0.7916,0.8016
4EH6A_seed_1_sample_4,4.9697858371,2.6972853636,0.7660,0.7760
4EH7A_base,4.6457154672,3.6132279025,0.7738,0.7838
4EH7A_seed_1_sample_0,3.8864842070,3.6205091184,0.8076,0.8176
4EH7A_seed_1_sample_1,4.1117596957,5.5169983826,0.7749,0.7849
4EH7A_seed_1_sample_2,4.0403748037,3.1099053619,0.8013,0.8113
4EH7A_seed_1_sample_3,2.3566941800,5.2002542839,0.7827,0.7927
4EH7A_seed_1_sample_4,6.1077637382,3.8015406604,0.7926,0.8026
4EH8A_base,5.4573785104,4.6753890850,0.7924,0.8024
4EH8A_seed_1_sample_0,4.4896803510,2.7769188700,0.8021,0.8121
4EH8A_seed_1_sample_1,6.1524174778,2.7990772538,0.8040,0.8140
4EH8A_seed_1_sample_2,5.2848598508,3.2247347239,0.7746,0.7846
4EH8A_seed_1_sample_3,5.1978289331,4.3582379820,0.8225,0.8325
4EH8A_seed_1_sample_4,2.5514409255,3.6407991896,0.8015,0.8115
4EH9A_base,4.4686894419,4.2063285471,0.8085,0.8185
4EH9A_seed_1_sample_0,5.4107971918,3.7730382448,0.8094,0.8194
4EH9A_seed_1_sample_1,7.0835193232,4.5073573485,0.7801,0.7901
4EH9A_seed_1_sample_2,7.5038999311,3.6624847816,0.7884,0.7984
4EH9A_seed_1_sample_3,6.7653142795,3.0564940573,0.7913,0.8013
4EH9A_seed_1_sample_4,3.5429041641,3.9645916869,0.7954,0.8054
