id,pose rmsd,pocket rmsd,qs score,lddt-pli,qs_score
6dz3_,3.09093609769931,2.2106246156032205,0.8380225768484253,0.8596739907327687,0.0
6e3m_,3.4543680924508373,1.3899829610342698,0.8355415801141588,0.8571929939985022,1.0
6e3n_,2.4701127306503707,2.6924506414293976,0.8246662462088888,0.8463176600932323,1.0
6e3o_,2.853492558560439,1.4901912181130117,0.8327980717218118,0.8544494856061552,1.0
6e3p_,3.6306297531794023,2.377528878945146,0.81619206211557,0.8378434759999135,1.0
6e3z_,2.6545693965389425,2.04458053252263,0.8436663411094958,0.8653177549938392,0.0
6e4c_,2.8745853568223834,2.247378320510925,0.8214520023616073,0.8431034162459508,1.0
6e4v_,3.5223865887063557,1.8503752033000844,0.8629443329153254,0.8845957467996688,
6e6j_,3.541512860021644,1.0660643410530974,0.8345521238936049,0.8562035377779483,0.0
6e6v_,,,,,
6e6w_,2.999258754413826,2.977590590976344,0.8306723677119378,0.8523237815962812,1.0
6eeb_,3.0311675434204726,1.3138006019036363,0.8498371897931155,0.871488603677459,1.0
6efk_,2.658970239237667,1.4471122629464772,0.8262405701597438,0.8478919840440873,0.0
6fcj_,3.669187552975012,1.8957785163652388,0.810539307322468,0.8321907212068115,1.0
6fe5_,3.1106979176287433,2.079818118910157,0.8330344060121645,0.8546858198965079,1.0
6ffe_,3.326140514913173,1.9481332661227428,0.852821546706296,0.8744729605906394,1.0
6fff_,2.8214326156611045,2.5533085751670437,0.8311036940633671,0.8527551079477106,1.0
6ffg_,2.8195921495125997,1.707332597126576,0.8391196022036403,0.8607710160879838,1.0
6ftf_,2.982994726782189,2.023912296241049,0.8527305426664619,0.8743819565508053,1.0
6g24_,2.7031149756901605,1.9903423721073232,0.8507720399962299,0.8724234538805733,1.0
6g25_,3.3290058152007784,1.8669587382950947,0.7892071401948874,0.8108585540792308,1.0
6g27_,3.2033365537511513,2.578612450859795,0.7999323927620582,0.8215838066464016,1.0
6g29_,3.29560487224198,2.703869970740744,0.8251475693750281,0.8467989832593715,1.0
6g2b_,2.2802665212519218,2.5042723333596086,0.7838495436963199,0.8055009575806633,1.0
6g2c_,3.696934105554579,2.1970646565319156,0.838172192385081,0.8598236062694244,1.0
6g2e_,3.568331932625561,1.9494158002717898,0.8076730681333507,0.8293244820176942,1.0
6g2f_,3.2735712559274455,2.089774458881978,0.8559224288215039,0.8775738427058474,1.0
6g2o_,2.276348674514389,3.0441076256113586,0.8310455075875194,0.8526969214718628,1.0
6g3c_,2.4032980262745913,2.1020318079247966,0.8498170696600437,0.8714684835443871,0.0
6g5u_,3.049602102482973,2.2976367232251094,0.8436944530078865,0.8653458668922299,0.0
6g9f_,2.52259772912361,2.0567478226840517,0.8719434011093125,0.8935948149936559,
6gbw_,2.862265052973736,2.523559328149861,0.8214724276771204,0.8431238415614638,0.705
6gdy_,3.738651995630588,2.4254670466492922,0.8468921487857984,0.8685435626701419,0.0
6gga_,3.4057802471487153,1.8955408269494372,0.8362024083124316,0.8578538221967751,0.0
6ggb_,3.300570907848401,3.7556467172565147,0.8692694109443283,0.8909208248286717,0.0
6ggd_,2.9895841039918323,2.723586810043647,0.8475415244072779,0.8691929382916214,0.0
6gge_,2.4516315876503105,2.016067451611796,0.8670270467898933,0.8886784606742367,0.0
6ggf_,3.4704780608719905,1.4689728038615841,0.8385221333008708,0.8601735471852142,0.0
6gj5_,3.2607232308004543,2.670445666337353,0.8688857380075418,0.8905371518918852,0.0
6gj6_,3.445025232451345,1.9838603584403331,0.864836607009365,0.8864880208937085,1.0
6gj7_,3.744296955117091,3.5269630605054805,0.8470380427144439,0.8686894565987874,1.0
6gj8_,2.8713811980058135,2.4380250951548654,0.7875815579034767,0.8092329717878202,1.0
6gwe_,2.9072394874716907,2.298659581016624,0.8315078077417282,0.8531592216260716,0.369
6gzy_,2.7781500860639396,1.9605361573517184,0.8654657781626907,0.8871171920470341,0.0
6h12_,2.8721632045635213,2.521035444080437,0.8707018241058323,0.8923532379901757,0.0
6h13_,2.891491435379908,1.5441294681395372,0.8282562223627669,0.8499076362471103,0.0
6h14_,2.7510584436058885,2.319718780202611,0.8300783859830881,0.8517297998674316,0.0
6h7d_,,,,,
6hbn_,3.559773769147324,2.000946668532495,0.8463260316696035,0.867977445553947,0.0
6hhg_,2.666310840278979,1.8853803741064776,0.8358542430690558,0.8575056569533992,1.0
6hhh_,3.108679019336312,1.523953358760965,0.8250910972062595,0.846742511090603,1.0
6hhi_,2.386669619773423,2.0667504497037927,0.8513791656674621,0.8730305795518055,1.0
6hhj_,2.8368784923235366,2.853053849317032,0.8530342858388906,0.8746856997232341,1.0
6hhp_,2.840747319176856,2.348312782881635,0.8151568111328168,0.8368082250171602,0.0
6hhr_,2.5754346146849274,1.9291914801519707,0.8453216405431792,0.8669730544275226,1.0
6hj2_,3.0435293752250194,1.9870810805748764,0.8473348362676308,0.8689862501519743,1.0
6hlb_,3.401732769676368,1.8004305578231856,0.8603760417323729,0.8820274556167164,0.459
6hld_,2.998275684535332,2.0475113652612023,0.8407872696027916,0.862438683487135,0.672
6hle_,3.127106455309459,2.1781205024657417,0.8596813709803444,0.8813327848646878,0.0
6hmt_,3.3029217793027654,2.015783021098364,0.822095685054392,0.8437470989387355,0.0
6hop_,3.6137825499739926,2.523338740915076,0.8096923278940986,0.8313437417784421,1.0
6hoq_,2.9976208395395747,2.0895453215526216,0.8434369338817028,0.8650883477660463,1.0
6hor_,2.928232624712878,1.7834383949192087,0.8485986973013109,0.8702501111856543,1.0
6hot_,2.8321578673444407,1.9919401713903229,0.8429857910495172,0.8646372049338606,1.0
6hou_,3.1740847693318006,2.3515745959381786,0.856455350994245,0.8781067648785884,1.0
6hv2_,3.217151766696514,1.981377130664044,0.8627095639990661,0.8843609778834095,1.0
6hza_,2.9393336824693144,2.1109022771455845,0.8590684586631638,0.8807198725475073,1.0
6hzb_,3.668461641161843,2.1013861194886587,0.8197757249961862,0.8414271388805297,1.0
6hzc_,3.5531614845846935,1.228778077113967,0.839096655241953,0.8607480691262964,0.0
6hzd_,3.3907281703680514,2.8360467593153778,0.8737767722740594,0.8954281861584028,0.0
6i61_,2.810070389806412,2.9017757881234947,0.8309880352891812,0.8526394491735246,1.0
6i62_,2.9479420492039634,2.338343876530357,0.8446806424120614,0.8663320562964049,1.0
6i63_,3.7159462284042974,1.9163566878285456,0.8567213474334849,0.8783727613178284,1.0
6i64_,3.0545231884937913,1.8869048359626481,0.8401781746981363,0.8618295885824797,1.0
6i65_,2.602481574585215,3.388982691114658,0.8292439154593761,0.8508953293437196,1.0
6i66_,2.7097155723724313,1.4491251693646199,0.8826978110945036,0.9043492249788472,1.0
6i67_,2.3388393876961193,1.7309350982335103,0.8506373466148117,0.8722887604991552,1.0
6i74_,3.4006087090159864,1.585859966590632,0.8410755687768883,0.8627269826612317,1.0
6i75_,2.902778968952558,2.193162819576763,0.8399574484199704,0.8616088623043139,1.0
6i76_,3.173383302199773,1.7836494227639423,0.8423111264917532,0.8639625403760967,1.0
6i77_,3.704346677221704,1.692532817507868,0.8251504941461734,0.8468019080305168,1.0
6i78_,2.8241985808054952,3.5234404265497936,0.8403927732554323,0.8620441871397757,1.0
6i8m_,2.982979359870735,1.8666938330841616,0.8569675126795584,0.8786189265639018,1.0
6i8t_,3.133479395109103,2.0744248236931107,0.8365100981112704,0.8581615119956139,1.0
6i9a_,2.905185275415123,2.2110110988781138,0.8253520860001338,0.8470034998844772,0.0
6ibx_,,,,,
6iby_,3.3610646292602757,1.220118686191146,0.8388040616538627,0.8604554755382061,1.0
6ibz_,2.576654731963272,1.9287665010743524,0.8475691984091297,0.8692206122934731,1.0
6ic0_,3.6610974205469664,2.0237609560218095,0.8710707523681028,0.8927221662524463,1.0
6inz_,2.4078947233461565,1.7770034179232157,0.8290848002855218,0.8507362141698652,1.0
6izq_,2.841692300865811,1.7393827040651744,0.8290540077186764,0.8507054216030199,0.0
6j06_,3.030266725251649,1.1735900563277988,0.8016174567032077,0.8232688705875512,0.0
6j9w_,3.208359795203266,2.7446573732666875,0.8316627316274454,0.8533141455117889,1.0
6j9y_,2.6638349295761166,1.9835554799623618,0.869619083265671,0.8912704971500144,1.0
6jad_,3.063176716755487,2.150392856526434,0.8535198142847231,0.8751712281690666,1.0
6jag_,3.211207251349182,1.2715295492493588,0.8214088198984174,0.8430602337827608,1.0
6jam_,3.783309219985669,2.861487810115596,0.8683442858926552,0.8899956997769987,1.0
6jan_,3.555222302099776,2.0504732502309273,0.8316603971853956,0.8533118110697391,1.0
6jao_,3.0870319179502967,1.7702053562487001,0.8292776748151954,0.8509290886995389,1.0
6jap_,3.2058055563022934,1.339538941645014,0.8309049039174298,0.8525563178017732,1.0
6jaq_,3.2912978076184713,2.255692727874036,0.8291345994965257,0.8507860133808691,1.0
6jb0_,3.4162521360244322,2.2982228921789836,0.8199575132927678,0.8416089271771112,1.0
6jb4_,,,,,
6jbb_,3.112350093237168,2.744038373484886,0.8569120803312678,0.8785634942156112,1.0
6jbe_,3.4205876799750934,1.9452399195146908,0.8714689341611109,0.8931203480454544,1.0
6jib_,2.714317928070868,1.4354297842010761,0.8482135240981816,0.8698649379825251,0.0
6jid_,2.885570208056544,3.064714842412435,0.8124128785725669,0.8340642924569104,0.0
6jlr_,3.178231161865832,3.5738539693616658,0.8325464272909239,0.8541978411752673,1.0
6jmf_,3.4859240266893354,2.7859032349401036,0.8259810335103132,0.8476324473946566,1.0
6jpe_,2.6876604201784873,2.126512405325055,0.8652929219537812,0.8869443358381246,1.0
6jrj_,3.4088359311467173,1.2175678812813788,0.8593877412394748,0.8810391551238183,1.0
6jrx_,2.8300531973795375,1.6803178058251231,0.8394629839506113,0.8611143978349547,1.0
6jse_,3.06958877775048,2.8759422368458805,0.8845647410065819,0.9062161548909252,1.0
6jsf_,2.676185359660935,2.668325628497752,0.8491276662641851,0.8707790801485286,1.0
6jsg_,2.618386409143941,2.888014141189336,0.8480882250648336,0.869739638949177,1.0
6jsn_,2.9960178901071255,2.3330129820754273,0.840820858277798,0.8624722721621414,1.0
6jsz_,2.876107904755399,2.0060992342893,0.807472745933964,0.8291241598183074,0.96
6jt3_,2.921673857818741,1.2799883332503779,0.8330671402773553,0.8547185541616987,1.0
6jut_,3.726547740912219,1.2290851654893533,0.871246817048007,0.8928982309323504,1.0
6juu_,2.565739171221547,2.286402613791046,0.8844972167554827,0.906148630639826,1.0
6jux_,3.178520157762858,2.0945628303695747,0.8503156830794345,0.8719670969637779,1.0
6jwa_,2.287578095381133,1.584747971929753,0.8231090992397541,0.8447605131240975,1.0
6k04_,3.4809210224218945,2.308600050187969,0.8510612789945051,0.8727126928788486,1.0
6k05_,3.4557963163629597,1.6260575725516213,0.8075347798981423,0.8291861937824857,0.0
6k1s_,3.0744928419175412,1.896020950553407,0.8644647818251145,0.886116195709458,0.483
6k3l_,4.035100044673376,2.0629598415526176,0.8534287989503809,0.8750802128347244,1.0
6k9g_,3.8690607311817105,2.3197003857973817,0.8766540416343662,0.8983054555187097,0.0
6k9h_,3.024342613911732,1.475282210587968,0.8253793374043077,0.8470307512886511,0.0
6k9m_,2.745164868667905,2.53757660042041,0.8452470823321707,0.8668984962165142,0.0
6kjd_,2.8813703523431586,1.66701350981647,0.8253048056749402,0.8469562195592837,0.0
6kjf_,3.8970410768721737,2.024392179014499,0.8143515378419998,0.8360029517263432,0.0
6knr_,3.3661612190064756,1.728137015694426,0.8406167639087696,0.862268177793113,0.0
6ktn_,3.366860708650207,1.3593270660991872,0.8292718658247656,0.8509232797091091,0.78
6kxx_,4.057419975685279,2.2426564827545103,0.8535225437596051,0.8751739576439486,0.709
6l37_,2.8658351785730134,4.0938735179049015,0.8216465186335777,0.8432979325179212,0.0
6l88_,3.176398959253127,1.8501477330416047,0.847879098633083,0.8695305125174264,0.0
6lil_,2.576262583392796,2.494963532005513,0.8539531736382556,0.8756045875225991,0.0
6lin_,2.961973503252602,2.7519571722176477,0.8481246547853978,0.8697760686697412,0.0
6lio_,3.492495406885473,2.1201760997608936,0.8724944768800449,0.8941458907643883,0.0
6lit_,2.94041655117871,1.9652821488209389,0.8453185409340593,0.8669699548184028,0.251
6lvk_,3.1180450772588375,2.2662767375601187,0.8586070756957697,0.8802584895801131,0.0
6lvl_,2.820718222923173,2.1446875713775673,0.8336367343498465,0.85528814823419,0.0
6md6_,2.535655956990031,2.154513143007961,0.8407555267535862,0.8624069406379297,1.0
6mhb_,2.56216726451172,2.598679574033724,0.7922790520530667,0.8139304659374101,0.0
6mhc_,3.191840988526951,2.5438728071550005,0.8291209324017227,0.8507723462860661,0.0
6mhd_,2.909443507776443,2.627703240792099,0.8318794294471845,0.853530843331528,0.0
6mo7_,4.448968349351066,1.1890596318826023,0.839836932095163,0.8614883459795064,0.0
6mo8_,2.999113435646212,3.2407362623936247,0.8438118372868885,0.8654632511712319,0.0
6mo9_,3.697752700752475,2.10544326184673,0.8742567850805467,0.8959081989648902,0.0
6moa_,3.7156838369518685,1.710086009859792,0.8764651207931852,0.8981165346775286,1.0
6n0m_,2.856004206078111,1.6166716845400049,0.8341056285457296,0.855757042430073,0.0
6n4e_,2.660696345533112,2.261318201736356,0.8461533085716048,0.8678047224559482,1.0
6n53_,3.722324019150267,2.3493096029371037,0.8276135902987913,0.8492650041831348,0.0
6n55_,,,,,
6n8x_,2.6879475175171974,1.9417302441373316,0.8136115549205699,0.8352629688049134,1.0
6n92_,2.3195083420374174,1.8265640624413277,0.8678385574302921,0.8894899713146356,0.0
6n93_,3.0388686707086787,1.693225936585386,0.8737029308416709,0.8953543447260144,0.0
6n94_,3.6343902891255087,1.464767210734994,0.8602144305713605,0.8818658444557039,0.0
6n96_,3.1492334486252305,2.041304507742018,0.8337809926134179,0.8554324064977613,0.0
6n97_,2.101908324141716,1.4393428158639063,0.8362753122667949,0.8579267261511383,0.0
6nd3_,2.7396542987607226,2.013410195230989,0.8468991968317587,0.8685506107161022,0.0
6np2_,2.277954809720475,2.151683057684072,0.8256523448459695,0.8473037587303129,1.0
6np3_,2.9366268928260717,2.555443126128741,0.846192474550559,0.8678438884349025,1.0
6np4_,3.4440819032258814,1.098882427643099,0.8174612272608859,0.8391126411452293,1.0
6np5_,3.035978843672709,2.2594094726484486,0.8567523901063107,0.8784038039906541,1.0
6npi_,3.0451240304020355,1.5088390880458347,0.8429756952641849,0.8646271091485284,0.0
6npm_,2.8973466251209756,2.2985382105773358,0.8194270984595631,0.8410785123439065,0.0
6npp_,3.3381098883410347,2.4547588543520638,0.8299750275704662,0.8516264414548096,0.302
6nsv_,2.559748262264259,2.1338862548798234,0.8637602862753087,0.8854117001596521,0.074
6nt2_,3.705198706013567,2.7370434959656227,0.8274412554200329,0.8490926693043763,0.0
6nv7_,2.712268480033586,2.277462143862446,0.8566798416381911,0.8783312555225345,0.0
6nv9_,4.13556109382827,2.158004962774451,0.808941695089706,0.8305931089740495,0.0
6nw3_,3.13677294472954,2.934381577327248,0.8432359249762689,0.8648873388606123,0.0
6o0h_,3.325023039700116,1.6221764505975498,0.8500598911027956,0.871711304987139,0.0
6o3z_,4.010240851402357,2.0786193086155738,0.8213658708799931,0.8430172847643366,1.0
6o5g_,2.935054759912163,1.5518113552493333,0.8812412821598459,0.9028926960441892,1.0
6o5u_,3.5135933359861133,1.7709735527523067,0.8502792638292372,0.8719306777135807,1.0
6o5z_,3.1312611035931424,2.1352607607404788,0.8686689694437962,0.8903203833281397,0.0
6o9b_,3.154451545806807,2.0265476067764867,0.8371398775153504,0.8587912913996938,0.823
6o9c_,3.0463466950375166,1.9107719582585805,0.836196332989833,0.8578477468741764,0.831
6obl_,3.1971597376818663,2.1338996127372183,0.8770269257935516,0.898678339677895,1.0
6od6_,2.961464774257439,2.1353540646381797,0.7987169700805733,0.8203683839649167,0.0
6oi8_,3.1223891466794687,1.71052257740689,0.8217726655472737,0.8434240794316171,1.0
6oim_,2.1555468879712394,1.5972237321571672,0.8169041802631015,0.838555594147445,1.0
6oin_,4.112412880015897,2.2313978153805056,0.8476144926384608,0.8692659065228042,1.0
6oio_,2.9255578436182264,1.9851249812231988,0.8054976959622083,0.8271491098465518,1.0
6oip_,3.4473399617364624,2.3223482217543014,0.8394806625709308,0.8611320764552742,1.0
6oiq_,2.651883820094259,1.7274274926348576,0.8406516851152122,0.8623030989995556,1.0
6oir_,2.766502507282899,2.457756234381964,0.8089598643847826,0.8306112782691261,1.0
6olx_,3.0817864879182917,1.6905747397191113,0.8618098461291053,0.8834612600134487,1.0
6om4_,2.855586611435261,1.6070726790773697,0.8295750793702859,0.8512264932546293,0.115
6oni_,2.641019562235299,1.8209974524692132,0.8592596579254675,0.880911071809811,0.541
6op9_,3.2208076704045325,1.6208624781545873,0.8393971581563702,0.8610485720407136,1.0
6oqi_,3.442318442215161,1.7561880486749861,0.851177369484671,0.8728287833690145,1.0
6oqo_,2.999051037002769,1.3668829808031466,0.8289723344928106,0.850623748377154,1.0
6os5_,2.3233724345490145,3.118463192761144,0.8609066249908927,0.8825580388752361,0.0
6os6_,2.7264166826921676,2.265354278626579,0.8605888216477259,0.8822402355320693,1.0
6ovz_,2.884413547229899,2.3301056643410796,0.8266027575734345,0.8482541714577779,0.023
6p3d_,3.053004388370967,2.099580665786863,0.8593551306687426,0.881006544553086,1.0
6p7g_,2.4082897823044975,2.2611478130754934,0.8364040489889619,0.8580554628733054,0.0
6p8x_,2.856569552205443,1.6518698012066628,0.8502687717028086,0.871920185587152,0.0
6p8y_,3.3244236307217374,1.5327085315112412,0.8352101958858116,0.856861609770155,0.0
6p8z_,3.495150486373899,2.1306718407291307,0.8588525060254744,0.8805039199098178,0.0
6pgo_,2.9750750913306088,1.8458139148912738,0.8540437065871544,0.8756951204714979,0.0
6pgp_,2.4961178444004526,1.8016554565092437,0.7942603020448916,0.8159117159292351,0.0
6pl4_,3.412978347908911,3.6118633482577938,0.8897068456610359,0.9113582595453792,1.0
6pma_,2.948411345697273,2.103658243136201,0.8145439907292671,0.8361954046136105,1.0
6pmb_,3.549682400644636,2.71826176467665,0.8189359139444835,0.840587327828827,1.0
6pmc_,2.937614595263799,2.916695726174209,0.8977963437846659,0.9194477576690092,1.0
6pme_,3.7911410589672045,1.5325566541963789,0.850450487004455,0.8721019008887985,0.0
6pnm_,3.243293028612382,1.9321324804973241,0.8155962397985733,0.8372476536829168,1.0
6pnn_,2.554968979587535,1.6851398797835726,0.8267264504527685,0.8483778643371119,1.0
6pno_,3.528547307696626,1.8879101109858485,0.8513273618810147,0.8729787757653581,1.0
6pnx_,,,,,
6pwz_,2.8554838258181183,2.120508303526803,0.8431006585113343,0.8647520723956778,0.0
6pya_,3.169883989166549,2.075519717052374,0.8548915655769473,0.8765429794612908,1.0
6pyb_,2.8981343748299206,1.979207931049436,0.8268932238018981,0.8485446376862416,1.0
6pz4_,3.203370959028489,1.963951144003156,0.875330015141049,0.8969814290253925,1.0
6q36_,2.337946207353405,2.011452868728659,0.8649881017481099,0.8866395156324534,0.018
6q38_,3.6139607466217725,2.4159614672967886,0.8418506113542326,0.863502025238576,0.88
6q4q_,2.700908521055166,2.035554273088203,0.8641545490700929,0.8858059629544364,0.356
6q7b_,2.574275305457565,1.3828259439085053,0.863377607712912,0.8850290215972555,1.0
6q7c_,3.0838042478089163,1.6072544227176468,0.8637495741813325,0.8854009880656759,1.0
6q7d_,2.7180390511135357,2.7582918862754067,0.8388750964158258,0.8605265103001692,1.0
6q7e_,3.4474737005262273,2.619302019573611,0.8473969669058596,0.8690483807902031,1.0
6q7f_,2.599851445471411,3.39151091471554,0.8155689572182095,0.837220371102553,1.0
6q7g_,,,,,
6qdz_,2.145441136601195,1.6303655969279174,0.8277446023408664,0.8493960162252099,1.0
6qe1_,2.701331287742068,2.8134094844246915,0.8723825628227141,0.8940339767070575,1.0
6qfe_,3.348722288017385,2.0336053271273276,0.8414827822245189,0.8631341961088623,0.0
6qge_,2.768627956121724,2.811654165991239,0.847871043193497,0.8695224570778405,1.0
6qgf_,3.010124041447251,1.2040815694310538,0.8464512255829534,0.8681026394672968,1.0
6qi7_,,,,,
6qln_,4.3767592359960075,2.002469758407671,0.8399073307149996,0.861558744599343,1.0
6qlo_,2.8054551901702447,1.8000148086888916,0.8605410555297219,0.8821924694140654,1.0
6qlp_,2.8155584612099647,2.358742949321285,0.8199317200074785,0.8415831338918219,1.0
6qlq_,3.386651795239939,3.2865569682456592,0.8518351977367427,0.8734866116210861,1.0
6qlr_,3.110621569802575,1.5263605357285603,0.8459534858339388,0.8676048997182823,1.0
6qls_,3.126497343352436,1.5368644919158438,0.8860186771112329,0.9076700909955764,1.0
6qlt_,,,,,
6qlu_,2.8772907184607264,3.4390645351165947,0.8422239692493502,0.8638753831336936,1.0
6qmr_,2.6644354911074304,2.1419938429041157,0.8137326276512262,0.8353840415355697,0.0
6qmt_,3.5643264454423162,1.5670405999924064,0.8663643787656512,0.8880157926499946,0.0
6qto_,2.7754710601759403,1.837883315978332,0.8270541084193567,0.8487055223037001,0.809
6qtq_,3.11775948489619,2.3253739124433754,0.8309995068890218,0.8526509207733652,0.712
6qtr_,2.1789296682829744,1.5844342366383186,0.8176464895025556,0.839297903386899,0.861
6qts_,3.2055131518715116,1.6534197915282292,0.8262357754263163,0.8478871893106598,0.827
6qtw_,3.179944768520422,1.686986410001586,0.8004573898508363,0.8221088037351797,0.719
6qtx_,3.451183211242811,2.244855422140363,0.8484709064307525,0.870122320315096,0.892
6quv_,3.0524111238108795,2.0232644210349595,0.8302930541572685,0.851944468041612,0.0
6quw_,3.102924635517256,1.5625028323754486,0.8353680534714776,0.857019467355821,0.0
6qw8_,3.026235894360381,2.359894266058278,0.8550061347053525,0.8766575485896959,1.0
6qwi_,2.8339298684579965,1.4163649457779297,0.8188235884077117,0.8404750022920552,0.0
6qxa_,3.05665624943898,1.4728900125563251,0.7915541548515094,0.8132055687358528,0.0
6qxd_,3.966626074219533,1.6322003124843696,0.8187853023388234,0.8404367162231668,0.0
6r4k_,2.6888981644989602,2.220152016869808,0.8357822311827555,0.857433645067099,0.0
6rot_,2.965858797637855,3.4472007724433937,0.8463300892301506,0.8679815031144941,0.753
6rtn_,3.439889285913265,2.2380492369809617,0.8374922590643612,0.8591436729487046,0.0
6ru6_,3.855808923186402,2.2900356140967157,0.8337810078669754,0.8554324217513188,0.072
6s55_,3.7949261001798225,1.902521417923389,0.8262715557067665,0.8479229695911099,1.0
6s56_,3.2552550774873277,2.2570394269361835,0.8294388804151391,0.8510902942994826,1.0
6s57_,3.5172425621901584,1.818347817007428,0.8346278048490947,0.8562792187334382,1.0
6s9w_,3.389405691961373,1.6444071205774797,0.8430566215204476,0.864708035404791,1.0
6s9x_,3.046948694803596,1.8105968001080293,0.8376768667440689,0.8593282806284124,1.0
6sen_,,,,,
6sfc_,2.7347875759086713,1.9341413130055956,0.8114116171012511,0.8330630309855945,0.0
6slz_,3.105792325240451,1.7687261061988953,0.8088914959964475,0.8305429098807909,0.0
6ssb_,3.1284550376407507,1.7537361300554921,0.8573916241166278,0.8790430380009713,1.0
6st3_,3.4740929970167236,2.6032362905455506,0.8228713738895027,0.8445227877738462,0.0
6t1s_,3.030826168536783,2.5041334374608124,0.8672286979928534,0.8888801118771968,1.0
6t3c_,3.817728388426784,1.767946229847798,0.8534695542783931,0.8751209681627365,1.0
6t4g_,2.688830525835824,1.3802783070784987,0.8329026431256037,0.8545540570099471,1.0
6t4i_,3.447921129505108,1.5057091804738072,0.8764176680117886,0.898069081896132,1.0
6t4j_,3.494815061491972,2.441993659754337,0.8476599107091856,0.869311324593529,1.0
6t4t_,2.9448367130051207,2.9891122479964682,0.8230739456109917,0.8447253594953351,1.0
6t4w_,2.7380340380310773,2.5856272795468818,0.8406565368387123,0.8623079507230558,1.0
6t4x_,2.6920502060023543,1.8017155911390588,0.8589639446728797,0.8806153585572232,1.0
6t6a_,3.00771895802149,2.1758222568839307,0.8462892925264628,0.8679407064108062,0.0
6t8x_,3.5354588597075893,2.5997976226714075,0.8705565540355388,0.8922079679198822,0.0
6tdc_,3.058150349903745,2.9577727859997642,0.8335738743292488,0.8552252882135922,1.0
6te6_,3.5264549855639835,1.2318633194271777,0.823064992431684,0.8447164063160274,0.0
